id,cod,num,pos,name,comuna,type,servicios,stop,eje,codSimt,distancia
11180,PI1674,0,"[-33.5251338, -70.7677258]",Av. Nueva San Martín esq. Los Diamantes,MAIPÚ,0,"[{'id': 925, 'cod': '421', 'destino': 'San Carlos de Apoquindo', 'orden': 14, 'color': '#FFD400', 'negocio': {'nombre': 'Servicio de Transportes de Personas', 'color': '#FFD400'}, 'recorrido': {'destino': 'San Carlos de Apoquindo'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': False, 'codigo': 'U7'}, {'id': 654, 'cod': 'I10', 'destino': '(M) Quinta Normal', 'orden': 18, 'color': '#00A77E', 'negocio': {'nombre': 'Buses Vule S.A.', 'color': '#00A77E'}, 'recorrido': {'destino': '(M) Quinta Normal'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': False, 'codigo': 'U3'}, {'id': 820, 'cod': '106', 'destino': 'Peñalolén', 'orden': 12, 'color': '#F7941D', 'negocio': {'nombre': 'Express de Santiago Uno S.A.', 'color': '#F7941D'}, 'recorrido': {'destino': 'Peñalolén'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': False, 'codigo': 'U4'}, {'id': 935, 'cod': '431c', 'destino': '(M) Ecuador', 'orden': 12, 'color': '#FFD400', 'negocio': {'nombre': 'Servicio de Transportes de Personas', 'color': '#FFD400'}, 'recorrido': {'destino': '(M) Ecuador'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': False, 'codigo': 'U7'}, {'id': 741, 'cod': 'I10n', 'destino': 'Alameda', 'orden': 18, 'color': '#00A77E', 'negocio': {'nombre': 'Buses Vule S.A.', 'color': '#00A77E'}, 'recorrido': {'destino': 'Alameda'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': False, 'codigo': 'U3'}, {'id': 141, 'cod': '423', 'destino': 'Plaza Italia', 'orden': 11, 'color': '#F7941D', 'negocio': {'nombre': 'Express de Santiago Uno S.A.', 'color': '#F7941D'}, 'recorrido': {'destino': 'Plaza Italia'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': False, 'codigo': 'U4'}, {'id': 109, 'cod': '401', 'destino': 'Las Condes', 'orden': 12, 'color': '#F7941D', 'negocio': {'nombre': 'Express de Santiago Uno S.A.', 'color': '#F7941D'}, 'recorrido': {'destino': 'Las Condes'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': True, 'codigo': 'U4'}]","{'stopId': 923378, 'stopCoordenadaX': '-33.5251338', 'stopCoordenadaY': '-70.7677258'}",Av. Nueva San Martín,PI1674,0.0
11181,PI378,0,"[-33.5252683, -70.7659885]",Av. Nueva San Martín esq. La Fortuna,MAIPÚ,0,"[{'id': 141, 'cod': '423', 'destino': 'Plaza Italia', 'orden': 12, 'color': '#F7941D', 'negocio': {'nombre': 'Express de Santiago Uno S.A.', 'color': '#F7941D'}, 'recorrido': {'destino': 'Plaza Italia'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': False, 'codigo': 'U4'}, {'id': 820, 'cod': '106', 'destino': 'Peñalolén', 'orden': 13, 'color': '#F7941D', 'negocio': {'nombre': 'Express de Santiago Uno S.A.', 'color': '#F7941D'}, 'recorrido': {'destino': 'Peñalolén'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': False, 'codigo': 'U4'}, {'id': 935, 'cod': '431c', 'destino': '(M) Ecuador', 'orden': 13, 'color': '#FFD400', 'negocio': {'nombre': 'Servicio de Transportes de Personas', 'color': '#FFD400'}, 'recorrido': {'destino': '(M) Ecuador'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': False, 'codigo': 'U7'}, {'id': 759, 'cod': '546e', 'destino': 'Vitacura', 'orden': 18, 'color': '#0093B3', 'negocio': {'nombre': 'Buses Metropolitana S.A.', 'color': '#0093B3'}, 'recorrido': {'destino': 'Vitacura'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': False, 'codigo': 'U5'}, {'id': 109, 'cod': '401', 'destino': 'Las Condes', 'orden': 13, 'color': '#F7941D', 'negocio': {'nombre': 'Express de Santiago Uno S.A.', 'color': '#F7941D'}, 'recorrido': {'destino': 'Las Condes'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': True, 'codigo': 'U4'}, {'id': 741, 'cod': 'I10n', 'destino': 'Alameda', 'orden': 19, 'color': '#00A77E', 'negocio': {'nombre': 'Buses Vule S.A.', 'color': '#00A77E'}, 'recorrido': {'destino': 'Alameda'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': False, 'codigo': 'U3'}, {'id': 925, 'cod': '421', 'destino': 'San Carlos de Apoquindo', 'orden': 15, 'color': '#FFD400', 'negocio': {'nombre': 'Servicio de Transportes de Personas', 'color': '#FFD400'}, 'recorrido': {'destino': 'San Carlos de Apoquindo'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': False, 'codigo': 'U7'}, {'id': 654, 'cod': 'I10', 'destino': '(M) Quinta Normal', 'orden': 19, 'color': '#00A77E', 'negocio': {'nombre': 'Buses Vule S.A.', 'color': '#00A77E'}, 'recorrido': {'destino': '(M) Quinta Normal'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': False, 'codigo': 'U3'}, {'id': 307, 'cod': '506v', 'destino': 'Peñalolén', 'orden': 21, 'color': '#0093B3', 'negocio': {'nombre': 'Buses Metropolitana S.A.', 'color': '#0093B3'}, 'recorrido': {'destino': 'Peñalolén'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': False, 'codigo': 'U5'}, {'id': 169, 'cod': '506', 'destino': 'Peñalolén', 'orden': 21, 'color': '#0093B3', 'negocio': {'nombre': 'Buses Metropolitana S.A.', 'color': '#0093B3'}, 'recorrido': {'destino': 'Peñalolén'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': True, 'codigo': 'U5'}, {'id': 628, 'cod': 'I01', 'destino': 'Hospital Borja Arriarán', 'orden': 16, 'color': '#00A77E', 'negocio': {'nombre': 'Buses Vule S.A.', 'color': '#00A77E'}, 'recorrido': {'destino': 'Hospital Borja Arriarán'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': False, 'codigo': 'U3'}]","{'stopId': 922792, 'stopCoordenadaX': '-33.5252683', 'stopCoordenadaY': '-70.7659885'}",Av. Nueva San Martín,PI378,0.0
11182,PI379,0,"[-33.5254384, -70.7610569]",Av. Nueva San Martín esq. Leopoldo Infante,MAIPÚ,0,"[{'id': 169, 'cod': '506', 'destino': 'Peñalolén', 'orden': 22, 'color': '#0093B3', 'negocio': {'nombre': 'Buses Metropolitana S.A.', 'color': '#0093B3'}, 'recorrido': {'destino': 'Peñalolén'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': True, 'codigo': 'U5'}, {'id': 307, 'cod': '506v', 'destino': 'Peñalolén', 'orden': 22, 'color': '#0093B3', 'negocio': {'nombre': 'Buses Metropolitana S.A.', 'color': '#0093B3'}, 'recorrido': {'destino': 'Peñalolén'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': False, 'codigo': 'U5'}, {'id': 109, 'cod': '401', 'destino': 'Las Condes', 'orden': 14, 'color': '#F7941D', 'negocio': {'nombre': 'Express de Santiago Uno S.A.', 'color': '#F7941D'}, 'recorrido': {'destino': 'Las Condes'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': True, 'codigo': 'U4'}, {'id': 935, 'cod': '431c', 'destino': '(M) Ecuador', 'orden': 14, 'color': '#FFD400', 'negocio': {'nombre': 'Servicio de Transportes de Personas', 'color': '#FFD400'}, 'recorrido': {'destino': '(M) Ecuador'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': False, 'codigo': 'U7'}, {'id': 820, 'cod': '106', 'destino': 'Peñalolén', 'orden': 14, 'color': '#F7941D', 'negocio': {'nombre': 'Express de Santiago Uno S.A.', 'color': '#F7941D'}, 'recorrido': {'destino': 'Peñalolén'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': False, 'codigo': 'U4'}]","{'stopId': 924768, 'stopCoordenadaX': '-33.5254384', 'stopCoordenadaY': '-70.7610569'}",Av. Nueva San Martín,PI379,0.0
11183,PI380,0,"[-33.5254284, -70.7578059]",Av. Nueva San Martín esq. Av. Los Pajaritos,MAIPÚ,0,"[{'id': 169, 'cod': '506', 'destino': 'Peñalolén', 'orden': 23, 'color': '#0093B3', 'negocio': {'nombre': 'Buses Metropolitana S.A.', 'color': '#0093B3'}, 'recorrido': {'destino': 'Peñalolén'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': True, 'codigo': 'U5'}, {'id': 307, 'cod': '506v', 'destino': 'Peñalolén', 'orden': 23, 'color': '#0093B3', 'negocio': {'nombre': 'Buses Metropolitana S.A.', 'color': '#0093B3'}, 'recorrido': {'destino': 'Peñalolén'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': False, 'codigo': 'U5'}, {'id': 820, 'cod': '106', 'destino': 'Peñalolén', 'orden': 15, 'color': '#F7941D', 'negocio': {'nombre': 'Express de Santiago Uno S.A.', 'color': '#F7941D'}, 'recorrido': {'destino': 'Peñalolén'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': False, 'codigo': 'U4'}, {'id': 935, 'cod': '431c', 'destino': '(M) Ecuador', 'orden': 15, 'color': '#FFD400', 'negocio': {'nombre': 'Servicio de Transportes de Personas', 'color': '#FFD400'}, 'recorrido': {'destino': '(M) Ecuador'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': False, 'codigo': 'U7'}, {'id': 305, 'cod': '506e', 'destino': 'Peñalolén', 'orden': 10, 'color': '#0093B3', 'negocio': {'nombre': 'Buses Metropolitana S.A.', 'color': '#0093B3'}, 'recorrido': {'destino': 'Peñalolén'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': False, 'codigo': 'U5'}, {'id': 109, 'cod': '401', 'destino': 'Las Condes', 'orden': 15, 'color': '#F7941D', 'negocio': {'nombre': 'Express de Santiago Uno S.A.', 'color': '#F7941D'}, 'recorrido': {'destino': 'Las Condes'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': True, 'codigo': 'U4'}]","{'stopId': 924769, 'stopCoordenadaX': '-33.5254284', 'stopCoordenadaY': '-70.7578059'}",Av. Nueva San Martín,PI380,0.0
11128,PI565,0,"[-33.5261744, -70.7571499]",Avenida Los Pajaritos esq. Cam. a Melipilla,MAIPÚ,0,"[{'id': 935, 'cod': '431c', 'destino': '(M) Ecuador', 'orden': 16, 'color': '#FFD400', 'negocio': {'nombre': 'Servicio de Transportes de Personas', 'color': '#FFD400'}, 'recorrido': {'destino': '(M) Ecuador'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': False, 'codigo': 'U7'}, {'id': 820, 'cod': '106', 'destino': 'Peñalolén', 'orden': 16, 'color': '#F7941D', 'negocio': {'nombre': 'Express de Santiago Uno S.A.', 'color': '#F7941D'}, 'recorrido': {'destino': 'Peñalolén'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': False, 'codigo': 'U4'}, {'id': 307, 'cod': '506v', 'destino': 'Peñalolén', 'orden': 24, 'color': '#0093B3', 'negocio': {'nombre': 'Buses Metropolitana S.A.', 'color': '#0093B3'}, 'recorrido': {'destino': 'Peñalolén'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': False, 'codigo': 'U5'}, {'id': 169, 'cod': '506', 'destino': 'Peñalolén', 'orden': 24, 'color': '#0093B3', 'negocio': {'nombre': 'Buses Metropolitana S.A.', 'color': '#0093B3'}, 'recorrido': {'destino': 'Peñalolén'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': True, 'codigo': 'U5'}, {'id': 109, 'cod': '401', 'destino': 'Las Condes', 'orden': 16, 'color': '#F7941D', 'negocio': {'nombre': 'Express de Santiago Uno S.A.', 'color': '#F7941D'}, 'recorrido': {'destino': 'Las Condes'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': True, 'codigo': 'U4'}]","{'stopId': 924770, 'stopCoordenadaX': '-33.5261744', 'stopCoordenadaY': '-70.7571499'}",Avenida Los Pajaritos,PI565,0.0
11156,PI1353,2,"[-33.5242204, -70.7571797]",Avenida Los Pajaritos esq. Jorge Contador B.,MAIPÚ,0,"[{'id': 820, 'cod': '106', 'destino': 'Peñalolén', 'orden': 17, 'color': '#F7941D', 'negocio': {'nombre': 'Express de Santiago Uno S.A.', 'color': '#F7941D'}, 'recorrido': {'destino': 'Peñalolén'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': False, 'codigo': 'U4'}, {'id': 935, 'cod': '431c', 'destino': '(M) Ecuador', 'orden': 17, 'color': '#FFD400', 'negocio': {'nombre': 'Servicio de Transportes de Personas', 'color': '#FFD400'}, 'recorrido': {'destino': '(M) Ecuador'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': False, 'codigo': 'U7'}, {'id': 109, 'cod': '401', 'destino': 'Las Condes', 'orden': 17, 'color': '#F7941D', 'negocio': {'nombre': 'Express de Santiago Uno S.A.', 'color': '#F7941D'}, 'recorrido': {'destino': 'Las Condes'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': True, 'codigo': 'U4'}]","{'stopId': 926467, 'stopCoordenadaX': '-33.5242204', 'stopCoordenadaY': '-70.7571797'}",Avenida Los Pajaritos,PI1353,0.0
11165,PI1351,2,"[-33.5191824, -70.757249]",Avenida Los Pajaritos esq. Fernardo Riesco,MAIPÚ,0,"[{'id': 109, 'cod': '401', 'destino': 'Las Condes', 'orden': 18, 'color': '#F7941D', 'negocio': {'nombre': 'Express de Santiago Uno S.A.', 'color': '#F7941D'}, 'recorrido': {'destino': 'Las Condes'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': True, 'codigo': 'U4'}, {'id': 935, 'cod': '431c', 'destino': '(M) Ecuador', 'orden': 18, 'color': '#FFD400', 'negocio': {'nombre': 'Servicio de Transportes de Personas', 'color': '#FFD400'}, 'recorrido': {'destino': '(M) Ecuador'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': False, 'codigo': 'U7'}, {'id': 820, 'cod': '106', 'destino': 'Peñalolén', 'orden': 18, 'color': '#F7941D', 'negocio': {'nombre': 'Express de Santiago Uno S.A.', 'color': '#F7941D'}, 'recorrido': {'destino': 'Peñalolén'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': False, 'codigo': 'U4'}]","{'stopId': 926468, 'stopCoordenadaX': '-33.5191824', 'stopCoordenadaY': '-70.7572490'}",Avenida Los Pajaritos,PI1351,0.0
11146,PI1352,2,"[-33.5142514, -70.7572829]",Avenida Los Pajaritos esq. Ricardo Ayala,MAIPÚ,0,"[{'id': 117, 'cod': '405', 'destino': 'Cantagallo', 'orden': 16, 'color': '#F7941D', 'negocio': {'nombre': 'Express de Santiago Uno S.A.', 'color': '#F7941D'}, 'recorrido': {'destino': 'Cantagallo'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': True, 'codigo': 'U4'}, {'id': 820, 'cod': '106', 'destino': 'Peñalolén', 'orden': 19, 'color': '#F7941D', 'negocio': {'nombre': 'Express de Santiago Uno S.A.', 'color': '#F7941D'}, 'recorrido': {'destino': 'Peñalolén'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': False, 'codigo': 'U4'}, {'id': 935, 'cod': '431c', 'destino': '(M) Ecuador', 'orden': 19, 'color': '#FFD400', 'negocio': {'nombre': 'Servicio de Transportes de Personas', 'color': '#FFD400'}, 'recorrido': {'destino': '(M) Ecuador'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': False, 'codigo': 'U7'}, {'id': 109, 'cod': '401', 'destino': 'Las Condes', 'orden': 19, 'color': '#F7941D', 'negocio': {'nombre': 'Express de Santiago Uno S.A.', 'color': '#F7941D'}, 'recorrido': {'destino': 'Las Condes'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': True, 'codigo': 'U4'}, {'id': 279, 'cod': '413c', 'destino': '(M) Las Rejas', 'orden': 16, 'color': '#F7941D', 'negocio': {'nombre': 'Express de Santiago Uno S.A.', 'color': '#F7941D'}, 'recorrido': {'destino': '(M) Las Rejas'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': False, 'codigo': 'U4'}]","{'stopId': 926469, 'stopCoordenadaX': '-33.5142514', 'stopCoordenadaY': '-70.7572829'}",Avenida Los Pajaritos,PI1352,0.0
11115,PI386,1,"[-33.5094133, -70.7571596]",Avenida Los Pajaritos esq. Chacabuco,MAIPÚ,0,"[{'id': 650, 'cod': 'I09c', 'destino': '(M) Las Rejas', 'orden': 14, 'color': '#00A77E', 'negocio': {'nombre': 'Buses Vule S.A.', 'color': '#00A77E'}, 'recorrido': {'destino': '(M) Las Rejas'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': False, 'codigo': 'U3'}, {'id': 648, 'cod': 'I09', 'destino': '(M) U. de Chile', 'orden': 14, 'color': '#00A77E', 'negocio': {'nombre': 'Buses Vule S.A.', 'color': '#00A77E'}, 'recorrido': {'destino': '(M) U. de Chile'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': False, 'codigo': 'U3'}, {'id': 109, 'cod': '401', 'destino': 'Las Condes', 'orden': 20, 'color': '#F7941D', 'negocio': {'nombre': 'Express de Santiago Uno S.A.', 'color': '#F7941D'}, 'recorrido': {'destino': 'Las Condes'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': True, 'codigo': 'U4'}, {'id': 279, 'cod': '413c', 'destino': '(M) Las Rejas', 'orden': 17, 'color': '#F7941D', 'negocio': {'nombre': 'Express de Santiago Uno S.A.', 'color': '#F7941D'}, 'recorrido': {'destino': '(M) Las Rejas'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': False, 'codigo': 'U4'}, {'id': 935, 'cod': '431c', 'destino': '(M) Ecuador', 'orden': 20, 'color': '#FFD400', 'negocio': {'nombre': 'Servicio de Transportes de Personas', 'color': '#FFD400'}, 'recorrido': {'destino': '(M) Ecuador'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': False, 'codigo': 'U7'}, {'id': 820, 'cod': '106', 'destino': 'Peñalolén', 'orden': 20, 'color': '#F7941D', 'negocio': {'nombre': 'Express de Santiago Uno S.A.', 'color': '#F7941D'}, 'recorrido': {'destino': 'Peñalolén'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': False, 'codigo': 'U4'}, {'id': 117, 'cod': '405', 'destino': 'Cantagallo', 'orden': 17, 'color': '#F7941D', 'negocio': {'nombre': 'Express de Santiago Uno S.A.', 'color': '#F7941D'}, 'recorrido': {'destino': 'Cantagallo'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': True, 'codigo': 'U4'}, {'id': 20, 'cod': '110', 'destino': 'Renca', 'orden': 8, 'color': '#00A1E4', 'negocio': {'nombre': 'Inversiones Alsacia S.A.', 'color': '#00A1E4'}, 'recorrido': {'destino': 'Renca'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': False, 'codigo': 'U1'}, {'id': 837, 'cod': '111', 'destino': '(M) Pajaritos', 'orden': 27, 'color': '#00A77E', 'negocio': {'nombre': 'Buses Vule S.A.', 'color': '#00A77E'}, 'recorrido': {'destino': '(M) Pajaritos'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': False, 'codigo': 'U3'}, {'id': 925, 'cod': '421', 'destino': 'San Carlos de Apoquindo', 'orden': 24, 'color': '#FFD400', 'negocio': {'nombre': 'Servicio de Transportes de Personas', 'color': '#FFD400'}, 'recorrido': {'destino': 'San Carlos de Apoquindo'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': False, 'codigo': 'U7'}]","{'stopId': 920700, 'stopCoordenadaX': '-33.5094133', 'stopCoordenadaY': '-70.7571596'}",Avenida Los Pajaritos,PI386,0.0
11147,PI231,0,"[-33.5050934, -70.7572129]",Avenida Los Pajaritos esq. Luis Gandarillas,MAIPÚ,0,"[{'id': 925, 'cod': '421', 'destino': 'San Carlos de Apoquindo', 'orden': 25, 'color': '#FFD400', 'negocio': {'nombre': 'Servicio de Transportes de Personas', 'color': '#FFD400'}, 'recorrido': {'destino': 'San Carlos de Apoquindo'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': False, 'codigo': 'U7'}, {'id': 117, 'cod': '405', 'destino': 'Cantagallo', 'orden': 18, 'color': '#F7941D', 'negocio': {'nombre': 'Express de Santiago Uno S.A.', 'color': '#F7941D'}, 'recorrido': {'destino': 'Cantagallo'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': True, 'codigo': 'U4'}, {'id': 650, 'cod': 'I09c', 'destino': '(M) Las Rejas', 'orden': 15, 'color': '#00A77E', 'negocio': {'nombre': 'Buses Vule S.A.', 'color': '#00A77E'}, 'recorrido': {'destino': '(M) Las Rejas'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': False, 'codigo': 'U3'}, {'id': 20, 'cod': '110', 'destino': 'Renca', 'orden': 9, 'color': '#00A1E4', 'negocio': {'nombre': 'Inversiones Alsacia S.A.', 'color': '#00A1E4'}, 'recorrido': {'destino': 'Renca'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': False, 'codigo': 'U1'}, {'id': 648, 'cod': 'I09', 'destino': '(M) U. de Chile', 'orden': 15, 'color': '#00A77E', 'negocio': {'nombre': 'Buses Vule S.A.', 'color': '#00A77E'}, 'recorrido': {'destino': '(M) U. de Chile'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': False, 'codigo': 'U3'}, {'id': 837, 'cod': '111', 'destino': '(M) Pajaritos', 'orden': 28, 'color': '#00A77E', 'negocio': {'nombre': 'Buses Vule S.A.', 'color': '#00A77E'}, 'recorrido': {'destino': '(M) Pajaritos'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': False, 'codigo': 'U3'}, {'id': 820, 'cod': '106', 'destino': 'Peñalolén', 'orden': 21, 'color': '#F7941D', 'negocio': {'nombre': 'Express de Santiago Uno S.A.', 'color': '#F7941D'}, 'recorrido': {'destino': 'Peñalolén'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': False, 'codigo': 'U4'}, {'id': 279, 'cod': '413c', 'destino': '(M) Las Rejas', 'orden': 18, 'color': '#F7941D', 'negocio': {'nombre': 'Express de Santiago Uno S.A.', 'color': '#F7941D'}, 'recorrido': {'destino': '(M) Las Rejas'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': False, 'codigo': 'U4'}, {'id': 935, 'cod': '431c', 'destino': '(M) Ecuador', 'orden': 21, 'color': '#FFD400', 'negocio': {'nombre': 'Servicio de Transportes de Personas', 'color': '#FFD400'}, 'recorrido': {'destino': '(M) Ecuador'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': False, 'codigo': 'U7'}, {'id': 109, 'cod': '401', 'destino': 'Las Condes', 'orden': 21, 'color': '#F7941D', 'negocio': {'nombre': 'Express de Santiago Uno S.A.', 'color': '#F7941D'}, 'recorrido': {'destino': 'Las Condes'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': True, 'codigo': 'U4'}, {'id': 169, 'cod': '506', 'destino': 'Peñalolén', 'orden': 29, 'color': '#0093B3', 'negocio': {'nombre': 'Buses Metropolitana S.A.', 'color': '#0093B3'}, 'recorrido': {'destino': 'Peñalolén'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': True, 'codigo': 'U5'}, {'id': 305, 'cod': '506e', 'destino': 'Peñalolén', 'orden': 15, 'color': '#0093B3', 'negocio': {'nombre': 'Buses Metropolitana S.A.', 'color': '#0093B3'}, 'recorrido': {'destino': 'Peñalolén'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': False, 'codigo': 'U5'}, {'id': 307, 'cod': '506v', 'destino': 'Peñalolén', 'orden': 29, 'color': '#0093B3', 'negocio': {'nombre': 'Buses Metropolitana S.A.', 'color': '#0093B3'}, 'recorrido': {'destino': 'Peñalolén'}, 'horarios': [{}], 'paradas': [], 'shapes': [], 'itinerario': False, 'codigo': 'U5'}]","{'stopId': 920701, 'stopCoordenadaX': '-33.5050934', 'stopCoordenadaY': '-70.7572129'}",Avenida Los Pajaritos,PI231,0.0
