id,cod,destino,orden,color,negocio,recorrido,horarios,paradas,shapes,itinerario,codigo
971,115c,(M) Cerrillos,36,#0093B3,"{'nombre': 'Buses Metropolitana S.A.', 'color': '#0093B3'}",{'destino': '(M) Cerrillos'},[{}],[],[],False,U5
826,108,La Florida,50,#F7941D,"{'nombre': 'Express de Santiago Uno S.A.', 'color': '#F7941D'}",{'destino': 'La Florida'},[{}],[],[],False,U4
25,113,(M) Los Héroes,40,#00A1E4,"{'nombre': 'Inversiones Alsacia S.A.', 'color': '#00A1E4'}",{'destino': '(M) Los Héroes'},[{}],[],[],False,U1
795,I25,Villa S. Henríquez,17,#00A77E,"{'nombre': 'Buses Vule S.A.', 'color': '#00A77E'}",{'destino': 'Villa S. Henríquez'},[{}],[],[],False,U3
194,109n,Plaza Italia,35,#00A1E4,"{'nombre': 'Inversiones Alsacia S.A.', 'color': '#00A1E4'}",{'destino': 'Plaza Italia'},[{}],[],[],False,U1
789,113c,(M) Cerrillos,40,#00A1E4,"{'nombre': 'Inversiones Alsacia S.A.', 'color': '#00A1E4'}",{'destino': '(M) Cerrillos'},[{}],[],[],False,U1
194,109n,Plaza Italia,36,#00A1E4,"{'nombre': 'Inversiones Alsacia S.A.', 'color': '#00A1E4'}",{'destino': 'Plaza Italia'},[{}],[],[],False,U1
25,113,(M) Los Héroes,41,#00A1E4,"{'nombre': 'Inversiones Alsacia S.A.', 'color': '#00A1E4'}",{'destino': '(M) Los Héroes'},[{}],[],[],False,U1
795,I25,Villa S. Henríquez,18,#00A77E,"{'nombre': 'Buses Vule S.A.', 'color': '#00A77E'}",{'destino': 'Villa S. Henríquez'},[{}],[],[],False,U3
789,113c,(M) Cerrillos,41,#00A1E4,"{'nombre': 'Inversiones Alsacia S.A.', 'color': '#00A1E4'}",{'destino': '(M) Cerrillos'},[{}],[],[],False,U1
29,115,(M) Los Héroes,37,#00A1E4,"{'nombre': 'Inversiones Alsacia S.A.', 'color': '#00A1E4'}",{'destino': '(M) Los Héroes'},[{}],[],[],False,U1
18,109,Renca,36,#00A1E4,"{'nombre': 'Inversiones Alsacia S.A.', 'color': '#00A1E4'}",{'destino': 'Renca'},[{}],[],[],False,U1
826,108,La Florida,51,#F7941D,"{'nombre': 'Express de Santiago Uno S.A.', 'color': '#F7941D'}",{'destino': 'La Florida'},[{}],[],[],False,U4
971,115c,(M) Cerrillos,37,#0093B3,"{'nombre': 'Buses Metropolitana S.A.', 'color': '#0093B3'}",{'destino': '(M) Cerrillos'},[{}],[],[],False,U5
18,109,Renca,37,#00A1E4,"{'nombre': 'Inversiones Alsacia S.A.', 'color': '#00A1E4'}",{'destino': 'Renca'},[{}],[],[],False,U1
194,109n,Plaza Italia,37,#00A1E4,"{'nombre': 'Inversiones Alsacia S.A.', 'color': '#00A1E4'}",{'destino': 'Plaza Italia'},[{}],[],[],False,U1
795,I25,Villa S. Henríquez,19,#00A77E,"{'nombre': 'Buses Vule S.A.', 'color': '#00A77E'}",{'destino': 'Villa S. Henríquez'},[{}],[],[],False,U3
18,109,Renca,38,#00A1E4,"{'nombre': 'Inversiones Alsacia S.A.', 'color': '#00A1E4'}",{'destino': 'Renca'},[{}],[],[],False,U1
628,I01,Hospital Borja Arriarán,57,#00A77E,"{'nombre': 'Buses Vule S.A.', 'color': '#00A77E'}",{'destino': 'Hospital Borja Arriarán'},[{}],[],[],False,U3
668,I18,(M) ULA,53,#00A77E,"{'nombre': 'Buses Vule S.A.', 'color': '#00A77E'}",{'destino': '(M) ULA'},[{}],[],[],False,U3
194,109n,Plaza Italia,38,#00A1E4,"{'nombre': 'Inversiones Alsacia S.A.', 'color': '#00A1E4'}",{'destino': 'Plaza Italia'},[{}],[],[],False,U1
18,109,Renca,39,#00A1E4,"{'nombre': 'Inversiones Alsacia S.A.', 'color': '#00A1E4'}",{'destino': 'Renca'},[{}],[],[],False,U1
194,109n,Plaza Italia,39,#00A1E4,"{'nombre': 'Inversiones Alsacia S.A.', 'color': '#00A1E4'}",{'destino': 'Plaza Italia'},[{}],[],[],False,U1
668,I18,(M) ULA,55,#00A77E,"{'nombre': 'Buses Vule S.A.', 'color': '#00A77E'}",{'destino': '(M) ULA'},[{}],[],[],False,U3
628,I01,Hospital Borja Arriarán,59,#00A77E,"{'nombre': 'Buses Vule S.A.', 'color': '#00A77E'}",{'destino': 'Hospital Borja Arriarán'},[{}],[],[],False,U3
194,109n,Plaza Italia,40,#00A1E4,"{'nombre': 'Inversiones Alsacia S.A.', 'color': '#00A1E4'}",{'destino': 'Plaza Italia'},[{}],[],[],False,U1
668,I18,(M) ULA,56,#00A77E,"{'nombre': 'Buses Vule S.A.', 'color': '#00A77E'}",{'destino': '(M) ULA'},[{}],[],[],False,U3
18,109,Renca,40,#00A1E4,"{'nombre': 'Inversiones Alsacia S.A.', 'color': '#00A1E4'}",{'destino': 'Renca'},[{}],[],[],False,U1
628,I01,Hospital Borja Arriarán,60,#00A77E,"{'nombre': 'Buses Vule S.A.', 'color': '#00A77E'}",{'destino': 'Hospital Borja Arriarán'},[{}],[],[],False,U3
18,109,Renca,41,#00A1E4,"{'nombre': 'Inversiones Alsacia S.A.', 'color': '#00A1E4'}",{'destino': 'Renca'},[{}],[],[],False,U1
628,I01,Hospital Borja Arriarán,61,#00A77E,"{'nombre': 'Buses Vule S.A.', 'color': '#00A77E'}",{'destino': 'Hospital Borja Arriarán'},[{}],[],[],False,U3
668,I18,(M) ULA,57,#00A77E,"{'nombre': 'Buses Vule S.A.', 'color': '#00A77E'}",{'destino': '(M) ULA'},[{}],[],[],False,U3
194,109n,Plaza Italia,41,#00A1E4,"{'nombre': 'Inversiones Alsacia S.A.', 'color': '#00A1E4'}",{'destino': 'Plaza Italia'},[{}],[],[],False,U1
18,109,Renca,42,#00A1E4,"{'nombre': 'Inversiones Alsacia S.A.', 'color': '#00A1E4'}",{'destino': 'Renca'},[{}],[],[],False,U1
628,I01,Hospital Borja Arriarán,62,#00A77E,"{'nombre': 'Buses Vule S.A.', 'color': '#00A77E'}",{'destino': 'Hospital Borja Arriarán'},[{}],[],[],False,U3
668,I18,(M) ULA,58,#00A77E,"{'nombre': 'Buses Vule S.A.', 'color': '#00A77E'}",{'destino': '(M) ULA'},[{}],[],[],False,U3
194,109n,Plaza Italia,42,#00A1E4,"{'nombre': 'Inversiones Alsacia S.A.', 'color': '#00A1E4'}",{'destino': 'Plaza Italia'},[{}],[],[],False,U1
668,I18,(M) ULA,59,#00A77E,"{'nombre': 'Buses Vule S.A.', 'color': '#00A77E'}",{'destino': '(M) ULA'},[{}],[],[],False,U3
194,109n,Plaza Italia,43,#00A1E4,"{'nombre': 'Inversiones Alsacia S.A.', 'color': '#00A1E4'}",{'destino': 'Plaza Italia'},[{}],[],[],False,U1
18,109,Renca,43,#00A1E4,"{'nombre': 'Inversiones Alsacia S.A.', 'color': '#00A1E4'}",{'destino': 'Renca'},[{}],[],[],False,U1
628,I01,Hospital Borja Arriarán,63,#00A77E,"{'nombre': 'Buses Vule S.A.', 'color': '#00A77E'}",{'destino': 'Hospital Borja Arriarán'},[{}],[],[],False,U3
628,I01,Hospital Borja Arriarán,64,#00A77E,"{'nombre': 'Buses Vule S.A.', 'color': '#00A77E'}",{'destino': 'Hospital Borja Arriarán'},[{}],[],[],False,U3
668,I18,(M) ULA,60,#00A77E,"{'nombre': 'Buses Vule S.A.', 'color': '#00A77E'}",{'destino': '(M) ULA'},[{}],[],[],False,U3
18,109,Renca,44,#00A1E4,"{'nombre': 'Inversiones Alsacia S.A.', 'color': '#00A1E4'}",{'destino': 'Renca'},[{}],[],[],False,U1
194,109n,Plaza Italia,44,#00A1E4,"{'nombre': 'Inversiones Alsacia S.A.', 'color': '#00A1E4'}",{'destino': 'Plaza Italia'},[{}],[],[],False,U1
668,I18,(M) ULA,61,#00A77E,"{'nombre': 'Buses Vule S.A.', 'color': '#00A77E'}",{'destino': '(M) ULA'},[{}],[],[],False,U3
194,109n,Plaza Italia,45,#00A1E4,"{'nombre': 'Inversiones Alsacia S.A.', 'color': '#00A1E4'}",{'destino': 'Plaza Italia'},[{}],[],[],False,U1
18,109,Renca,45,#00A1E4,"{'nombre': 'Inversiones Alsacia S.A.', 'color': '#00A1E4'}",{'destino': 'Renca'},[{}],[],[],False,U1
628,I01,Hospital Borja Arriarán,65,#00A77E,"{'nombre': 'Buses Vule S.A.', 'color': '#00A77E'}",{'destino': 'Hospital Borja Arriarán'},[{}],[],[],False,U3
194,109n,Plaza Italia,46,#00A1E4,"{'nombre': 'Inversiones Alsacia S.A.', 'color': '#00A1E4'}",{'destino': 'Plaza Italia'},[{}],[],[],False,U1
857,119,Mapocho,32,#00A77E,"{'nombre': 'Buses Vule S.A.', 'color': '#00A77E'}",{'destino': 'Mapocho'},[{}],[],[],True,U3
668,I18,(M) ULA,62,#00A77E,"{'nombre': 'Buses Vule S.A.', 'color': '#00A77E'}",{'destino': '(M) ULA'},[{}],[],[],False,U3
18,109,Renca,46,#00A1E4,"{'nombre': 'Inversiones Alsacia S.A.', 'color': '#00A1E4'}",{'destino': 'Renca'},[{}],[],[],False,U1
194,109n,Plaza Italia,47,#00A1E4,"{'nombre': 'Inversiones Alsacia S.A.', 'color': '#00A1E4'}",{'destino': 'Plaza Italia'},[{}],[],[],False,U1
105,345,Alameda,30,#00A77E,"{'nombre': 'Buses Vule S.A.', 'color': '#00A77E'}",{'destino': 'Alameda'},[{}],[],[],False,U3
668,I18,(M) ULA,63,#00A77E,"{'nombre': 'Buses Vule S.A.', 'color': '#00A77E'}",{'destino': '(M) ULA'},[{}],[],[],False,U3
180,511,Cerro Navia,45,#0093B3,"{'nombre': 'Buses Metropolitana S.A.', 'color': '#0093B3'}",{'destino': 'Cerro Navia'},[{}],[],[],False,U5
857,119,Mapocho,33,#00A77E,"{'nombre': 'Buses Vule S.A.', 'color': '#00A77E'}",{'destino': 'Mapocho'},[{}],[],[],True,U3
18,109,Renca,47,#00A1E4,"{'nombre': 'Inversiones Alsacia S.A.', 'color': '#00A1E4'}",{'destino': 'Renca'},[{}],[],[],False,U1
105,345,Alameda,31,#00A77E,"{'nombre': 'Buses Vule S.A.', 'color': '#00A77E'}",{'destino': 'Alameda'},[{}],[],[],False,U3
194,109n,Plaza Italia,48,#00A1E4,"{'nombre': 'Inversiones Alsacia S.A.', 'color': '#00A1E4'}",{'destino': 'Plaza Italia'},[{}],[],[],False,U1
857,119,Mapocho,34,#00A77E,"{'nombre': 'Buses Vule S.A.', 'color': '#00A77E'}",{'destino': 'Mapocho'},[{}],[],[],True,U3
180,511,Cerro Navia,46,#0093B3,"{'nombre': 'Buses Metropolitana S.A.', 'color': '#0093B3'}",{'destino': 'Cerro Navia'},[{}],[],[],False,U5
668,I18,(M) ULA,64,#00A77E,"{'nombre': 'Buses Vule S.A.', 'color': '#00A77E'}",{'destino': '(M) ULA'},[{}],[],[],False,U3
18,109,Renca,48,#00A1E4,"{'nombre': 'Inversiones Alsacia S.A.', 'color': '#00A1E4'}",{'destino': 'Renca'},[{}],[],[],False,U1
668,I18,(M) ULA,65,#00A77E,"{'nombre': 'Buses Vule S.A.', 'color': '#00A77E'}",{'destino': '(M) ULA'},[{}],[],[],False,U3
180,511,Cerro Navia,47,#0093B3,"{'nombre': 'Buses Metropolitana S.A.', 'color': '#0093B3'}",{'destino': 'Cerro Navia'},[{}],[],[],False,U5
18,109,Renca,49,#00A1E4,"{'nombre': 'Inversiones Alsacia S.A.', 'color': '#00A1E4'}",{'destino': 'Renca'},[{}],[],[],False,U1
105,345,Alameda,32,#00A77E,"{'nombre': 'Buses Vule S.A.', 'color': '#00A77E'}",{'destino': 'Alameda'},[{}],[],[],False,U3
194,109n,Plaza Italia,49,#00A1E4,"{'nombre': 'Inversiones Alsacia S.A.', 'color': '#00A1E4'}",{'destino': 'Plaza Italia'},[{}],[],[],False,U1
857,119,Mapocho,35,#00A77E,"{'nombre': 'Buses Vule S.A.', 'color': '#00A77E'}",{'destino': 'Mapocho'},[{}],[],[],True,U3
857,119,Mapocho,36,#00A77E,"{'nombre': 'Buses Vule S.A.', 'color': '#00A77E'}",{'destino': 'Mapocho'},[{}],[],[],True,U3
668,I18,(M) ULA,66,#00A77E,"{'nombre': 'Buses Vule S.A.', 'color': '#00A77E'}",{'destino': '(M) ULA'},[{}],[],[],False,U3
105,345,Alameda,33,#00A77E,"{'nombre': 'Buses Vule S.A.', 'color': '#00A77E'}",{'destino': 'Alameda'},[{}],[],[],False,U3
18,109,Renca,50,#00A1E4,"{'nombre': 'Inversiones Alsacia S.A.', 'color': '#00A1E4'}",{'destino': 'Renca'},[{}],[],[],False,U1
180,511,Cerro Navia,48,#0093B3,"{'nombre': 'Buses Metropolitana S.A.', 'color': '#0093B3'}",{'destino': 'Cerro Navia'},[{}],[],[],False,U5
194,109n,Plaza Italia,50,#00A1E4,"{'nombre': 'Inversiones Alsacia S.A.', 'color': '#00A1E4'}",{'destino': 'Plaza Italia'},[{}],[],[],False,U1
194,109n,Plaza Italia,51,#00A1E4,"{'nombre': 'Inversiones Alsacia S.A.', 'color': '#00A1E4'}",{'destino': 'Plaza Italia'},[{}],[],[],False,U1
668,I18,(M) ULA,67,#00A77E,"{'nombre': 'Buses Vule S.A.', 'color': '#00A77E'}",{'destino': '(M) ULA'},[{}],[],[],False,U3
172,507,ENEA,35,#0093B3,"{'nombre': 'Buses Metropolitana S.A.', 'color': '#0093B3'}",{'destino': 'ENEA'},[{}],[],[],False,U5
180,511,Cerro Navia,49,#0093B3,"{'nombre': 'Buses Metropolitana S.A.', 'color': '#0093B3'}",{'destino': 'Cerro Navia'},[{}],[],[],False,U5
105,345,Alameda,34,#00A77E,"{'nombre': 'Buses Vule S.A.', 'color': '#00A77E'}",{'destino': 'Alameda'},[{}],[],[],False,U3
18,109,Renca,51,#00A1E4,"{'nombre': 'Inversiones Alsacia S.A.', 'color': '#00A1E4'}",{'destino': 'Renca'},[{}],[],[],False,U1
105,345,Alameda,35,#00A77E,"{'nombre': 'Buses Vule S.A.', 'color': '#00A77E'}",{'destino': 'Alameda'},[{}],[],[],False,U3
1318,B26,(M) Los Libertadores,2,#CF152D,"{'nombre': 'Alfa US1', 'color': '#CF152D'}",{'destino': '(M) Los Libertadores'},[{}],[],[],False,U8
