lat,long
-33.5041160005,-70.7354280001
-33.5047260005,-70.7356830001
-33.5050220005,-70.7358130001
-33.5050580005,-70.7358260001
-33.5050940005,-70.7358300001
-33.5051570005,-70.7358220001
-33.5064240005,-70.7355210001
-33.5068960005,-70.7354020001
-33.5078890005,-70.7351730001
-33.5084450005,-70.7350540001
-33.5084340005,-70.7345820001
-33.4631780005,-70.6953770001
-33.4630120005,-70.6954300001
-33.4624070005,-70.6955530001
-33.4606980005,-70.6959790001
-33.4606590005,-70.6959010001
-33.4600730005,-70.6946460001
-33.4598320005,-70.6940820001
-33.4597890005,-70.6940360001
-33.4597370005,-70.6940440001
-33.4581020005,-70.6946850001
-33.4580290005,-70.6947160001
-33.4567780005,-70.6952040001
-33.4567030005,-70.6952370001
-33.4551460005,-70.6957960001
-33.4549430005,-70.6959880001
-33.4538250005,-70.6963600001
-33.4527650005,-70.6967120001
-33.4527100005,-70.6966750001
-33.4528600005,-70.6972830001
-33.4530090005,-70.6978280001
-33.4534590005,-70.6991970001
-33.4537800005,-70.7001210001
-33.4543090005,-70.7016390001
-33.4543440005,-70.7016870001
-33.4546060005,-70.7023270001
-33.4547560005,-70.7026930001
-33.4549000005,-70.7030510001
-33.4549840005,-70.7032550001
-33.4549900005,-70.7032710001
-33.4552350005,-70.7038680001
-33.4553570005,-70.7041740001
-33.4554150005,-70.7043180001
-33.4554690005,-70.7044560001
-33.4557140005,-70.7050380001
-33.4559370005,-70.7054960001
-33.4559910005,-70.7055860001
-33.4560190005,-70.7056260001
-33.4560500005,-70.7056660001
-33.4560720005,-70.7057040001
-33.4564260005,-70.7056710001
-33.4574660005,-70.7055590001
-33.4591320005,-70.7054330001
-33.4630580005,-70.7051840001
-33.4645020005,-70.7050720001
-33.4647780005,-70.7050550001
-33.4653510005,-70.7049960001
-33.4656770005,-70.7049700001
-33.4665530005,-70.7048770001
-33.4665640005,-70.7048770001
-33.4673390005,-70.7048180001
-33.4679580005,-70.7047430001
-33.4687770005,-70.7046640001
-33.4704050005,-70.7045170001
-33.4712330005,-70.7044100001
-33.4713350005,-70.7044000001
-33.4720260005,-70.7042580001
-33.4726110005,-70.7040640001
-33.4735250005,-70.7038030001
-33.4750350005,-70.7033590001
-33.4759740005,-70.7030950001
-33.4761090005,-70.7030570001
-33.4762560005,-70.7030170001
-33.4768210005,-70.7028840001
-33.4770340005,-70.7028900001
-33.4775030005,-70.7028620001
-33.4775410005,-70.7028580001
-33.4777350005,-70.7028400001
-33.4779550005,-70.7028120001
-33.4782400005,-70.7027070001
-33.4783320005,-70.7026560001
-33.4786640005,-70.7024510001
-33.4788940005,-70.7022450001
-33.4791730005,-70.7019040001
-33.4793290005,-70.7016900001
-33.4796690005,-70.7012210001
-33.4797380005,-70.7011250001
-33.4801820005,-70.7005030001
-33.4802850005,-70.7003580001
-33.4803920005,-70.7002080001
-33.4813980005,-70.6987990001
-33.4814670005,-70.6987510001
-33.4814820005,-70.6986950001
-33.4817700005,-70.6983010001
-33.4828170005,-70.6968460001
-33.4831780005,-70.6963250001
-33.4834000005,-70.6957540001
-33.4835400005,-70.6954770001
-33.4837070005,-70.6950240001
-33.4840580005,-70.6940320001
-33.4841780005,-70.6934320001
-33.4846200005,-70.6922120001
-33.4846440005,-70.6921150001
-33.4846590005,-70.6919910001
-33.4846620005,-70.6919020001
-33.4846610005,-70.6918220001
-33.4846490005,-70.6916860001
-33.4845980005,-70.6914670001
-33.4845280005,-70.6911600001
-33.4844630005,-70.6909240001
-33.4842980005,-70.6902050001
-33.4842810005,-70.6900690001
-33.4842680005,-70.6899590001
-33.4842710005,-70.6897810001
-33.4842840005,-70.6895830001
-33.4843140005,-70.6894200001
-33.4843400005,-70.6893000001
-33.4843970005,-70.6891180001
-33.4844650005,-70.6889430001
-33.4845310005,-70.6887890001
-33.4847560005,-70.6883430001
-33.4848230005,-70.6882270001
-33.4848880005,-70.6881280001
-33.4850080005,-70.6879740001
-33.4853800005,-70.6876010001
-33.4856640005,-70.6872970001
-33.4858680005,-70.6871190001
-33.4860860005,-70.6869080001
-33.4861700005,-70.6868250001
-33.4863280005,-70.6866440001
-33.4865380005,-70.6863570001
-33.4874240005,-70.6851080001
-33.4879360005,-70.6844510001
-33.4881310005,-70.6841660001
-33.4881770005,-70.6840870001
-33.4883590005,-70.6838070001
-33.4889650005,-70.6829700001
-33.4893900005,-70.6824040001
-33.4900720005,-70.6815590001
-33.4904950005,-70.6810460001
-33.4906250005,-70.6808960001
-33.4907730005,-70.6807650001
-33.4909560005,-70.6806360001
-33.4911860005,-70.6804380001
-33.4918080005,-70.6796610001
-33.4934210005,-70.6776210001
-33.4936810005,-70.6772440001
-33.4938530005,-70.6769500001
-33.4940590005,-70.6765750001
-33.4941040005,-70.6765040001
-33.4944130005,-70.6760470001
-33.4960980005,-70.6738330001
-33.4976630005,-70.6718080001
-33.4980100005,-70.6713610001
-33.4987750005,-70.6703670001
-33.4988860005,-70.6702010001
-33.4990260005,-70.6699600001
-33.4991120005,-70.6697930001
-33.4992540005,-70.6695100001
-33.4993820005,-70.6692340001
-33.4994660005,-70.6690000001
-33.4995620005,-70.6687040001
-33.4997020005,-70.6683060001
-33.4997870005,-70.6680750001
-33.4999150005,-70.6677770001
-33.5000410005,-70.6676230001
-33.5003940005,-70.6664830001
-33.5005260005,-70.6659700001
-33.5005910005,-70.6657050001
-33.5006600005,-70.6654410001
-33.5007650005,-70.6648920001
-33.5007930005,-70.6647880001
-33.5008220005,-70.6646920001
-33.5008980005,-70.6644020001
-33.5009090005,-70.6642560001
-33.5010130005,-70.6638610001
-33.5011170005,-70.6634940001
-33.5011920005,-70.6631900001
-33.5013660005,-70.6625720001
-33.5015160005,-70.6619820001
-33.5016660005,-70.6614240001
-33.5018390005,-70.6607820001
-33.5018980005,-70.6607160001
-33.5019960005,-70.6603570001
-33.5020610005,-70.6601270001
-33.5021500005,-70.6598020001
-33.5021950005,-70.6596240001
-33.5025090005,-70.6584160001
-33.5025040005,-70.6583370001
-33.5025500005,-70.6582920001
-33.5026250005,-70.6579890001
-33.5029330005,-70.6568430001
-33.5029820005,-70.6567500001
-33.5030230005,-70.6566860001
-33.5030940005,-70.6564460001
-33.5031340005,-70.6563280001
-33.5032330005,-70.6559800001
-33.5033530005,-70.6555910001
-33.5034640005,-70.6552620001
-33.5035840005,-70.6550220001
-33.5036200005,-70.6548880001
-33.5037730005,-70.6544440001
-33.5040710005,-70.653114
-33.5040540005,-70.652945
-33.5041140005,-70.652701
-33.5044780005,-70.651074
-33.5046000005,-70.650518
-33.5047060005,-70.650053
-33.5047830005,-70.649714
-33.5050510005,-70.648532
-33.5050800005,-70.648391
-33.5050990005,-70.648309
-33.5051750005,-70.647984
-33.5052710005,-70.647565
-33.5053280005,-70.64729
-33.5053640005,-70.647138
-33.5055480005,-70.646372
-33.5055680005,-70.646286
-33.5055870005,-70.646191
-33.5057070005,-70.645676
-33.5058220005,-70.645155
-33.5058410005,-70.645074
-33.5058610005,-70.644988
-33.5059540005,-70.644531
-33.5059720005,-70.644463
-33.5059860005,-70.644412
-33.5060770005,-70.64389
-33.5061990005,-70.643298
-33.5063460005,-70.642644
-33.5064800005,-70.642059
-33.5065960005,-70.641541
-33.5067110005,-70.641006
-33.5068160005,-70.640519
-33.5068620005,-70.640348
-33.5069400005,-70.640057
-33.5070610005,-70.639633
-33.5072320005,-70.638801
-33.5072580005,-70.638699
-33.5072710005,-70.638602
-33.5072850005,-70.638463
-33.5072950005,-70.638367
-33.5072840005,-70.638178
-33.5072640005,-70.637571
-33.5072590005,-70.637276
-33.5072420005,-70.636964
-33.5072080005,-70.636808
-33.5071570005,-70.636483
-33.5071430005,-70.636307
-33.5070960005,-70.633246
-33.5071050005,-70.632336
-33.5071180005,-70.631997
-33.5071330005,-70.631813
-33.5071390005,-70.631742
-33.5071620005,-70.631429
-33.5071780005,-70.63117
-33.5071960005,-70.630929
-33.5072090005,-70.630601
-33.5072410005,-70.630226
-33.5072710005,-70.629997
-33.5073190005,-70.629752
-33.5073270005,-70.629713
-33.5073480005,-70.629594
-33.5074300005,-70.628918
-33.5074770005,-70.628119
-33.5075300005,-70.627295
-33.5075700005,-70.62659
-33.5076000005,-70.626165
-33.5076120005,-70.626005
-33.5076280005,-70.625839
-33.5076640005,-70.625387
-33.5077060005,-70.624763
-33.5077570005,-70.624045
-33.5077680005,-70.623778
-33.5078070005,-70.623138
-33.5078490005,-70.62237
-33.5079240005,-70.620986
-33.5079670005,-70.620287
-33.5080120005,-70.619596
-33.5080060005,-70.619368
-33.5079820005,-70.619056
-33.5079770005,-70.618789
-33.5079790005,-70.618636
-33.5079930005,-70.618238
-33.5080160005,-70.617873
-33.5081200005,-70.616157
-33.5081890005,-70.614992
-33.5081970005,-70.614755
-33.5082540005,-70.614149
-33.5082880005,-70.613715
-33.5082990005,-70.613575
-33.5083840005,-70.612178
-33.5084450005,-70.611262
-33.5084670005,-70.610667
-33.5084750005,-70.610188
-33.5085500005,-70.608777
-33.5086620005,-70.606679
-33.5090300005,-70.602028
-33.5092610005,-70.598681
-33.5092870005,-70.598315
-33.5094340005,-70.596252
-33.5096110005,-70.593881
-33.5097370005,-70.592069
-33.5098370005,-70.591811
-33.5098810005,-70.591583
-33.5099360005,-70.591412
-33.5100220005,-70.591224
-33.5104110005,-70.590632
-33.5105370005,-70.590458
-33.5105620005,-70.590417
-33.5105700005,-70.590403
-33.5107050005,-70.590152
-33.5107300005,-70.590097
-33.5107550005,-70.590043
-33.5107900005,-70.589965
-33.5108170005,-70.58989
-33.5108580005,-70.589695
-33.5108600005,-70.589545
-33.5108440005,-70.589342
-33.5108120005,-70.589147
-33.5107770005,-70.58902
-33.5107750005,-70.588866
-33.5107720005,-70.58884
-33.5107620005,-70.588782
-33.5107600005,-70.588748
-33.5107540005,-70.588699
-33.5107470005,-70.588575
-33.5107470005,-70.588511
-33.5107520005,-70.588445
-33.5107650005,-70.588348
-33.5107860005,-70.588232
-33.5108400005,-70.587935
-33.5110420005,-70.587763
-33.5111670005,-70.587666
-33.5118040005,-70.587191
-33.5134610005,-70.585978
-33.5137600005,-70.585762
-33.5160220005,-70.5841
-33.5164010005,-70.583823
-33.5169650005,-70.58344
-33.5169790005,-70.583401
-33.5170840005,-70.583321
-33.5171210005,-70.583292
-33.5174580005,-70.583039
-33.5177950005,-70.582771
-33.5182130005,-70.582371
-33.5184630005,-70.582111
-33.5187830005,-70.581743
-33.5188610005,-70.58177
-33.5191190005,-70.581597
-33.5191690005,-70.581577
-33.5194190005,-70.581271
-33.5196390005,-70.580996
-33.5197200005,-70.580899
-33.5198950005,-70.58069
-33.5200600005,-70.580518
-33.5201790005,-70.58041
-33.5202990005,-70.580301
-33.5205000005,-70.580144
-33.5206070005,-70.58005
-33.5211330005,-70.579699
-33.5214820005,-70.57946
-33.5216670005,-70.57935
-33.5218920005,-70.579238
-33.5224020005,-70.579013
-33.5225520005,-70.578944
-33.5232130005,-70.578665
-33.5235450005,-70.578514
-33.5239410005,-70.57834
-33.5242830005,-70.578205
-33.5245830005,-70.578086
-33.5249210005,-70.577952
-33.5249650005,-70.577933
-33.5251060005,-70.577865
-33.5254700005,-70.577715
-33.5256700005,-70.577633
-33.5257520005,-70.57759
-33.5265110005,-70.577265
-33.5268070005,-70.577136
-33.5272660005,-70.576949
-33.5279200005,-70.576661
-33.5281370005,-70.576568
-33.5283490005,-70.576482
-33.5286380005,-70.576363
-33.5286790005,-70.576354
-33.5287380005,-70.576332
-33.5290940005,-70.57617
-33.5292060005,-70.576125
-33.5294610005,-70.576017
-33.5295100005,-70.576004
-33.5295360005,-70.575984
-33.5296830005,-70.575915
-33.5298250005,-70.57584
-33.5301530005,-70.575705
-33.5304960005,-70.575557
-33.5308080005,-70.575424
-33.5311240005,-70.575287
-33.5314450005,-70.575155
-33.5318900005,-70.575001
-33.5319140005,-70.57495
-33.5321720005,-70.574868
-33.5324220005,-70.574779
-33.5324590005,-70.574774
-33.5325980005,-70.574679
-33.5329990005,-70.574534
-33.5333700005,-70.574419
-33.5336670005,-70.57433
-33.5345990005,-70.573972
-33.5349940005,-70.573857
-33.5350740005,-70.573857
-33.5356260005,-70.573692
-33.5357130005,-70.573607
-33.5360960005,-70.573439
-33.5364990005,-70.573274
-33.5365160005,-70.573218
-33.5368160005,-70.573049
-33.5369900005,-70.572938
-33.5375560005,-70.572683
-33.5379780005,-70.572498
-33.5382260005,-70.572399
-33.5384830005,-70.572302
-33.5387990005,-70.572202
-33.5389300005,-70.572185
-33.5397060005,-70.571869
-33.5404170005,-70.571562
-33.5405260005,-70.571545
-33.5407630005,-70.571442
-33.5410130005,-70.571321
-33.5412900005,-70.571204
-33.5414060005,-70.571146
-33.5414510005,-70.571132
