lat,long
-33.4079330005,-70.6963620001
-33.4076680005,-70.6971510001
-33.4074070005,-70.6979330001
-33.4071410005,-70.6987080001
-33.4068070005,-70.6997820001
-33.4066240005,-70.7004000001
-33.4065520005,-70.7006590001
-33.4062150005,-70.7018170001
-33.4060060005,-70.7025050001
-33.4059470005,-70.7026510001
-33.4058130005,-70.7030130001
-33.4056890005,-70.7033250001
-33.4056270005,-70.7035010001
-33.4054500005,-70.7038910001
-33.4054090005,-70.7039630001
-33.4053620005,-70.7040810001
-33.4053350005,-70.7041480001
-33.4052710005,-70.7042810001
-33.4051710005,-70.7044230001
-33.4046510005,-70.7053000001
-33.4045600005,-70.7054190001
-33.4045090005,-70.7054640001
-33.4044390005,-70.7054870001
-33.4043680005,-70.7055190001
-33.4040490005,-70.7055940001
-33.4040170005,-70.7056050001
-33.4039710005,-70.7056610001
-33.4038640005,-70.7058760001
-33.4038280005,-70.7059190001
-33.4038110005,-70.7059600001
-33.4037290005,-70.7061450001
-33.4036500005,-70.7062680001
-33.4035590005,-70.7064170001
-33.4035200005,-70.7065250001
-33.4035110005,-70.7066570001
-33.4035260005,-70.7071420001
-33.4035340005,-70.7072650001
-33.4035430005,-70.7073300001
-33.4035640005,-70.7075290001
-33.4036420005,-70.7080420001
-33.4036610005,-70.7081490001
-33.4036820005,-70.7084160001
-33.4036740005,-70.7085110001
-33.4036390005,-70.7086310001
-33.4034730005,-70.7090990001
-33.4033890005,-70.7093510001
-33.4032730005,-70.7096980001
-33.4029950005,-70.7104630001
-33.4029350005,-70.7106460001
-33.4028100005,-70.7110240001
-33.4027510005,-70.7111030001
-33.4026120005,-70.7115470001
-33.4025200005,-70.7119640001
-33.4024250005,-70.7123380001
-33.4024230005,-70.7124280001
-33.4024030005,-70.7125920001
-33.4021680005,-70.7142620001
-33.4020650005,-70.7149910001
-33.4020230005,-70.7152570001
-33.4019680005,-70.7156220001
-33.4019430005,-70.7157890001
-33.4018650005,-70.7163100001
-33.4017380005,-70.7171750001
-33.4016060005,-70.7180630001
-33.4015920005,-70.7181690001
-33.4015650005,-70.7183660001
-33.4015570005,-70.7184260001
-33.4015250005,-70.7186670001
-33.4015160005,-70.7188360001
-33.4015150005,-70.7188690001
-33.4015130005,-70.7192680001
-33.4015130005,-70.7192860001
-33.4015030005,-70.7196540001
-33.4014900005,-70.7197410001
-33.4014360005,-70.7201020001
-33.4014270005,-70.7201690001
-33.4013610005,-70.7206200001
-33.4012880005,-70.7208050001
-33.4012000005,-70.7208710001
-33.4010700005,-70.7210500001
-33.4009970005,-70.7211940001
-33.4009440005,-70.7213290001
-33.4007000005,-70.7214280001
-33.4008190005,-70.7230440001
-33.4008580005,-70.7235820001
-33.4009060005,-70.7242300001
-33.4009840005,-70.7254230001
-33.4010070005,-70.7257230001
-33.4010630005,-70.7263850001
-33.4010770005,-70.7268030001
-33.4010920005,-70.7273280001
-33.4011130005,-70.7277370001
-33.4011330005,-70.7281990001
-33.4011520005,-70.7286530001
-33.4011660005,-70.7291150001
-33.4011690005,-70.7293380001
-33.4011470005,-70.7295850001
-33.4011060005,-70.7300130001
-33.4010920005,-70.7301030001
-33.4010580005,-70.7304910001
-33.4010200005,-70.7309040001
-33.4010220005,-70.7309650001
-33.4010380005,-70.7310180001
-33.4010800005,-70.7310720001
-33.4012970005,-70.7310860001
-33.4013880005,-70.7311460001
-33.4015840005,-70.7311340001
-33.4017490005,-70.7311620001
-33.4018000005,-70.7311720001
-33.4018890005,-70.7312170001
-33.4020540005,-70.7313220001
-33.4026790005,-70.7308510001
-33.4031900005,-70.7304700001
-33.4033360005,-70.7303610001
-33.4034790005,-70.7302500001
-33.4039310005,-70.7299080001
-33.4046850005,-70.7293300001
-33.4048520005,-70.7292020001
-33.4049650005,-70.7290950001
-33.4057380005,-70.7285270001
-33.4064770005,-70.7279440001
-33.4066250005,-70.7285790001
-33.4067340005,-70.7290510001
-33.4067770005,-70.7292380001
-33.4068410005,-70.7295120001
-33.4070560005,-70.7304440001
-33.4071730005,-70.7308910001
-33.4072740005,-70.7313340001
-33.4072990005,-70.7315730001
-33.4073020005,-70.7318070001
-33.4072970005,-70.7320590001
-33.4072870005,-70.7322390001
-33.4072780005,-70.7324100001
-33.4072350005,-70.7327280001
-33.4072080005,-70.7329330001
-33.4071820005,-70.7330780001
-33.4071400005,-70.7332520001
-33.4070550005,-70.7335350001
-33.4069100005,-70.7340050001
-33.4067980005,-70.7343760001
-33.4067260005,-70.7346090001
-33.4066370005,-70.7349130001
-33.4065760005,-70.7351210001
-33.4065120005,-70.7353580001
-33.4064660005,-70.7355380001
-33.4064210005,-70.7357340001
-33.4063830005,-70.7359350001
-33.4063800005,-70.7360550001
-33.4064050005,-70.7361970001
-33.4064450005,-70.7363140001
-33.4065380005,-70.7365320001
-33.4070180005,-70.7375790001
-33.4070750005,-70.7377060001
-33.4070970005,-70.7377770001
-33.4071160005,-70.7378420001
-33.4071370005,-70.7379580001
-33.4071440005,-70.7380630001
-33.4071440005,-70.7382000001
-33.4071430005,-70.7382170001
-33.4071330005,-70.7383410001
-33.4071030005,-70.7384810001
-33.4070670005,-70.7386520001
-33.4070330005,-70.7388090001
-33.4069630005,-70.7391540001
-33.4068860005,-70.7395290001
-33.4068740005,-70.7395810001
-33.4068460005,-70.7396550001
-33.4068220005,-70.7397310001
-33.4067760005,-70.7399170001
-33.4067670005,-70.7399540001
-33.4066700005,-70.7404070001
-33.4066450005,-70.7405210001
-33.4065670005,-70.7408920001
-33.4064900005,-70.7412640001
-33.4064650005,-70.7413760001
-33.4063630005,-70.7418550001
-33.4063580005,-70.7418760001
-33.4062700005,-70.7422880001
-33.4061920005,-70.7426830001
-33.4061010005,-70.7431080001
-33.4056560005,-70.7451680001
-33.4056100005,-70.7453810001
-33.4044250005,-70.7448380001
-33.4043650005,-70.7448150001
-33.4043250005,-70.7448000001
-33.4042340005,-70.7447820001
-33.4041510005,-70.7447720001
-33.4040320005,-70.7447750001
-33.4038670005,-70.7448170001
-33.4036100005,-70.7449170001
-33.4029590005,-70.7451870001
-33.4027480005,-70.7452990001
-33.4028050005,-70.7454140001
-33.4025980005,-70.7469670001
-33.4025590005,-70.7472560001
-33.4025070005,-70.7474490001
-33.4024600005,-70.7476380001
-33.4024110005,-70.7477800001
-33.4024010005,-70.7478210001
-33.4023720005,-70.7479110001
-33.4023440005,-70.7479970001
-33.4023190005,-70.7480630001
-33.4022730005,-70.7481490001
-33.4022340005,-70.7482170001
-33.4021870005,-70.7482870001
-33.4021400005,-70.7483470001
-33.4020750005,-70.7484140001
-33.4019590005,-70.7485380001
-33.4018700005,-70.7486590001
-33.4017820005,-70.7488650001
-33.4017150005,-70.7490500001
-33.4010330005,-70.7508660001
-33.4002720005,-70.7528880001
-33.3999420005,-70.7539770001
-33.3996950005,-70.7548480001
-33.3996080005,-70.7552130001
-33.3996240005,-70.7553540001
-33.3996220005,-70.7553980001
-33.3996130005,-70.7554530001
-33.3989860005,-70.7570810001
-33.3988360005,-70.7574490001
-33.3986860005,-70.7577430001
-33.3986600005,-70.7578210001
-33.3983220005,-70.7586950001
-33.3983110005,-70.7587230001
-33.3978200005,-70.7600040001
-33.3976790005,-70.7603880001
-33.3976460005,-70.7604750001
-33.3974330005,-70.7610420001
-33.3973980005,-70.7611340001
-33.3941270005,-70.7595870001
-33.3940910005,-70.7596300001
-33.3940040005,-70.7597490001
-33.5413380005,-70.7055650001
-33.5426760005,-70.7068400001
-33.5437690005,-70.7078290001
-33.5434840005,-70.7078070001
-33.5428630005,-70.7077820001
-33.5416400005,-70.7077290001
-33.5403570005,-70.7077030001
-33.5401500005,-70.7076920001
-33.5399470005,-70.7076730001
-33.5397540005,-70.7076610001
-33.5390600005,-70.7076130001
-33.5384220005,-70.7075520001
-33.5384210005,-70.7075520001
-33.5382270005,-70.7075300001
-33.5380240005,-70.7075030001
-33.5378180005,-70.7074640001
-33.5376060005,-70.7074190001
-33.5373900005,-70.7073720001
-33.5371550005,-70.7073070001
-33.5361250005,-70.7070360001
-33.5350110005,-70.7067230001
-33.5339010005,-70.7064150001
-33.5328040005,-70.7061110001
-33.5320390005,-70.7058930001
-33.5319740005,-70.7058710001
-33.5319430005,-70.7058470001
-33.5319170005,-70.7058200001
-33.5318880005,-70.7057890001
-33.5318670005,-70.7057510001
-33.5318490005,-70.7057000001
-33.5318390005,-70.7056590001
-33.5318320005,-70.7056230001
-33.5318400005,-70.7055270001
-33.5318620005,-70.7054610001
-33.5322840005,-70.7043370001
-33.5327370005,-70.7031160001
-33.5328750005,-70.7026740001
-33.5327850005,-70.7025750001
-33.5326280005,-70.7025120001
-33.5325210005,-70.7024660001
-33.5323680005,-70.7024160001
-33.5322820005,-70.7023970001
-33.5318610005,-70.7022960001
-33.5314420005,-70.7021930001
-33.5310740005,-70.7021000001
-33.5310110005,-70.7020850001
-33.5309030005,-70.7020610001
-33.5306880005,-70.7019900001
-33.5301290005,-70.7016940001
-33.5298190005,-70.7015300001
-33.5293090005,-70.7012610001
-33.5292550005,-70.7012300001
-33.5291650005,-70.7011870001
-33.5286910005,-70.7009270001
-33.5282490005,-70.7006870001
-33.5276990005,-70.7003880001
-33.5269990005,-70.7000220001
-33.5263920005,-70.6996970001
-33.5263460005,-70.6996750001
-33.5255670005,-70.6992540001
-33.5254770005,-70.6992100001
-33.5254060005,-70.6991580001
-33.5253430005,-70.6990980001
-33.5252170005,-70.6989430001
-33.5250950005,-70.6987890001
-33.5250330005,-70.6987230001
-33.5245970005,-70.6989580001
-33.5244160005,-70.6990250001
-33.5239120005,-70.6986650001
-33.5236200005,-70.6984410001
-33.5231650005,-70.6981190001
-33.5227010005,-70.6977910001
-33.5221840005,-70.6974460001
-33.5217710005,-70.6971950001
-33.5214140005,-70.6969470001
-33.5211550005,-70.6967610001
-33.5207400005,-70.6964790001
-33.5203510005,-70.6962180001
-33.5199670005,-70.6959490001
-33.5195290005,-70.6956590001
-33.5190360005,-70.6954150001
-33.5188840005,-70.6953490001
-33.5185520005,-70.6951840001
-33.5181310005,-70.6949720001
-33.5177100005,-70.6947720001
-33.5173520005,-70.6945890001
-33.5169800005,-70.6944110001
-33.5168600005,-70.6943540001
-33.5164970005,-70.6941780001
-33.5161130005,-70.6939860001
-33.5156330005,-70.6937480001
-33.5152370005,-70.6935480001
-33.5148140005,-70.6933340001
-33.5144250005,-70.6931460001
-33.5139440005,-70.6929140001
-33.5135710005,-70.6927250001
-33.5134570005,-70.6926690001
-33.5131360005,-70.6925130001
-33.5130490005,-70.6924690001
-33.5126300005,-70.6922570001
-33.5122260005,-70.6920530001
-33.5119060005,-70.6918910001
-33.5118250005,-70.6918520001
-33.5114210005,-70.6916520001
-33.5110010005,-70.6914450001
-33.5105810005,-70.6912370001
-33.5103140005,-70.6911060001
-33.5101810005,-70.6910400001
-33.5097620005,-70.6908380001
-33.5093710005,-70.6906480001
-33.5089050005,-70.6904160001
-33.5085920005,-70.6902580001
-33.5085020005,-70.6902180001
-33.5080540005,-70.6899950001
-33.5076510005,-70.6897940001
-33.5071940005,-70.6895590001
-33.5069600005,-70.6901950001
-33.5067530005,-70.6908050001
-33.5065660005,-70.6913530001
-33.5065010005,-70.6915390001
-33.5062990005,-70.6921210001
-33.5058630005,-70.6919020001
-33.5054550005,-70.6916950001
-33.5049950005,-70.6914820001
-33.5046360005,-70.6913090001
-33.5043650005,-70.6911690001
-33.5043290005,-70.6911180001
-33.5040870005,-70.6910090001
-33.5038610005,-70.6908940001
-33.5037290005,-70.6908200001
-33.5035850005,-70.6907380001
-33.5030750005,-70.6904900001
-33.5027710005,-70.6903430001
-33.5027230005,-70.6903660001
-33.5025800005,-70.6902840001
-33.5023270005,-70.6901680001
-33.5020960005,-70.6900470001
-33.5018580005,-70.6899340001
-33.5016000005,-70.6898090001
-33.5004710005,-70.6892510001
-33.5002740005,-70.6891550001
-33.4999660005,-70.6890060001
-33.4994930005,-70.6887670001
-33.4990070005,-70.6885240001
-33.4984910005,-70.6882700001
-33.4982630005,-70.6881690001
-33.4978280005,-70.6879530001
-33.4974250005,-70.6877490001
-33.4970580005,-70.6875680001
-33.4966110005,-70.6873490001
-33.4962140005,-70.6871610001
-33.4957880005,-70.6869530001
-33.4957570005,-70.6869180001
-33.4955710005,-70.6868390001
-33.4951850005,-70.6866990001
-33.4948610005,-70.6866930001
-33.4943910005,-70.6867250001
-33.4940460005,-70.6867520001
-33.4933080005,-70.6868300001
-33.4930730005,-70.6868550001
-33.4928560005,-70.6868680001
-33.4924770005,-70.6869050001
-33.4920520005,-70.6869450001
-33.4916730005,-70.6869800001
-33.4911490005,-70.6870380001
-33.4907790005,-70.6870780001
-33.4901380005,-70.6871230001
-33.4898550005,-70.6871540001
-33.4890820005,-70.6872160001
-33.4886860005,-70.6872610001
-33.4885130005,-70.6872720001
-33.4883500005,-70.6873350001
-33.4882220005,-70.6874370001
-33.4880990005,-70.6876700001
-33.4879170005,-70.6880110001
-33.4877740005,-70.6881350001
-33.4876610005,-70.6880860001
-33.4870900005,-70.6878760001
-33.4870380005,-70.6878810001
-33.4864200005,-70.6876190001
-33.4858900005,-70.6873990001
-33.4857300005,-70.6873250001
-33.4856640005,-70.6872970001
-33.4855960005,-70.6872760001
-33.4855430005,-70.6872520001
-33.4850290005,-70.6870680001
-33.4849680005,-70.6870560001
-33.4846220005,-70.6869070001
-33.4845990005,-70.6869000001
-33.4842140005,-70.6867250001
-33.4830970005,-70.6862960001
-33.4826180005,-70.6860970001
-33.4822340005,-70.6859490001
-33.4819400005,-70.6858350001
-33.4817160005,-70.6857560001
-33.4813990005,-70.6856280001
-33.4812640005,-70.6855940001
-33.4811020005,-70.6855090001
-33.4808140005,-70.6853980001
-33.4806130005,-70.6853250001
-33.4803700005,-70.6852320001
-33.4801640005,-70.6851520001
-33.4800560005,-70.6851130001
-33.4799110005,-70.6850630001
-33.4789870005,-70.6847080001
-33.4786560005,-70.6845780001
-33.4785050005,-70.6845140001
-33.4784670005,-70.6844900001
-33.4784500005,-70.6844630001
-33.4784330005,-70.6844290001
-33.4784230005,-70.6844090001
-33.4784140005,-70.6843830001
-33.4784080005,-70.6843210001
-33.4784140005,-70.6840940001
-33.4784180005,-70.6838540001
-33.4784020005,-70.6838000001
-33.4784050005,-70.6835460001
-33.4784240005,-70.6829620001
-33.4784270005,-70.6827850001
-33.4784580005,-70.6810600001
-33.4784750005,-70.6799370001
-33.4784780005,-70.6798310001
-33.4784930005,-70.6790810001
-33.4790010005,-70.6791140001
-33.4794700005,-70.6791490001
-33.4799380005,-70.6791840001
-33.4804160005,-70.6792230001
-33.4808780005,-70.6792590001
-33.4813460005,-70.6792900001
-33.4818140005,-70.6793210001
-33.4822730005,-70.6793600001
-33.4828160005,-70.6794000001
-33.4828470005,-70.6793530001
-33.4828860005,-70.6786350001
-33.4825800005,-70.6785970001
-33.4825260005,-70.6785830001
-33.4824720005,-70.6785570001
-33.4824090005,-70.6785240001
-33.4823200005,-70.6784720001
-33.4822390005,-70.6784080001
-33.4821770005,-70.6783540001
-33.4820970005,-70.6782840001
-33.4820170005,-70.6781920001
-33.4819640005,-70.6781130001
-33.4819460005,-70.6780720001
-33.4819200005,-70.6780210001
-33.4817800005,-70.6776820001
-33.4817360005,-70.6776130001
-33.4816560005,-70.6775390001
-33.4816030005,-70.6774810001
-33.4815760005,-70.6774520001
-33.4814870005,-70.6773950001
-33.4812360005,-70.6772660001
-33.4811510005,-70.6772310001
-33.4810680005,-70.6771990001
-33.4809900005,-70.6771720001
-33.4805710005,-70.6770650001
-33.4802420005,-70.6769820001
-33.4800650005,-70.6769340001
-33.4796010005,-70.6768210001
-33.4791330005,-70.6767090001
-33.4788230005,-70.6766270001
-33.4785310005,-70.6765580001
-33.4783870005,-70.6765450001
-33.4783700005,-70.6790720001
-33.4783550005,-70.6797420001
-33.4783550005,-70.6798610001
-33.4783640005,-70.6809920001
-33.4783610005,-70.6810540001
-33.4783450005,-70.6812000001
-33.4783260005,-70.6819660001
-33.4783170005,-70.6823300001
-33.4783100005,-70.6827880001
-33.4782980005,-70.6831030001
-33.4782770005,-70.6833280001
-33.4782200005,-70.6835510001
-33.4782000005,-70.6836740001
-33.4781500005,-70.6840320001
-33.4781350005,-70.6844980001
-33.4781140005,-70.6846400001
-33.4781050005,-70.6849720001
-33.4781030005,-70.6856370001
-33.4781020005,-70.6861580001
-33.4780600005,-70.6862440001
-33.4780000005,-70.6863990001
-33.4779250005,-70.6865010001
-33.4778190005,-70.6865650001
-33.4777640005,-70.6865850001
-33.4776970005,-70.6865840001
-33.4776070005,-70.6865700001
-33.4775130005,-70.6865200001
-33.4774430005,-70.6864470001
-33.4773890005,-70.6863560001
-33.4773610005,-70.6861940001
-33.4773740005,-70.6860270001
-33.4774410005,-70.6858960001
-33.4775330005,-70.6858220001
-33.4777750005,-70.6857730001
-33.4781000005,-70.6857070001
-33.4782150005,-70.6856740001
-33.4784200005,-70.6856310001
-33.4787630005,-70.6855390001
-33.4790230005,-70.6855480001
-33.4791020005,-70.6855230001
-33.4793530005,-70.6855440001
-33.4794970005,-70.6855630001
-33.4796380005,-70.6856070001
-33.4798540005,-70.6856780001
-33.4805030005,-70.6859230001
-33.4805890005,-70.6859740001
-33.4808400005,-70.6860690001
-33.4811180005,-70.6861600001
-33.4813430005,-70.6862720001
-33.4816980005,-70.6865510001
-33.4817500005,-70.6866230001
-33.4818250005,-70.6866710001
-33.4820690005,-70.6868200001
-33.4822970005,-70.6869300001
-33.4825300005,-70.6870350001
-33.4832470005,-70.6873040001
-33.4840730005,-70.6876200001
-33.4842250005,-70.6876770001
-33.4843730005,-70.6877340001
-33.4845200005,-70.6877970001
-33.4845990005,-70.6878210001
-33.4848890005,-70.6879170001
-33.4849660005,-70.6879510001
-33.4850080005,-70.6879740001
-33.4850460005,-70.6879960001
-33.4855100005,-70.6875500001
-33.4857300005,-70.6873250001
-33.4863510005,-70.6867280001
-33.4864990005,-70.6868130001
-33.4869280005,-70.6870690001
-33.4872510005,-70.6872550001
-33.4875660005,-70.6874560001
-33.4880070005,-70.6877210001
-33.4880990005,-70.6876700001
-33.4882220005,-70.6874370001
-33.4883500005,-70.6873350001
-33.4885130005,-70.6872720001
-33.4886860005,-70.6872610001
-33.4890820005,-70.6872160001
-33.4898550005,-70.6871540001
-33.4901380005,-70.6871230001
-33.4907790005,-70.6870780001
-33.4911490005,-70.6870380001
-33.4916730005,-70.6869800001
-33.4920520005,-70.6869450001
-33.4924770005,-70.6869050001
-33.4928560005,-70.6868680001
-33.4930730005,-70.6868550001
-33.4933080005,-70.6868300001
-33.4940460005,-70.6867520001
-33.4943910005,-70.6867250001
-33.4948610005,-70.6866930001
-33.4951850005,-70.6866990001
-33.4955710005,-70.6868390001
-33.4957570005,-70.6869180001
-33.4957880005,-70.6869530001
-33.4962140005,-70.6871610001
-33.4966110005,-70.6873490001
-33.4970580005,-70.6875680001
-33.4974250005,-70.6877490001
-33.4978280005,-70.6879530001
-33.4982630005,-70.6881690001
-33.4984910005,-70.6882700001
-33.4990070005,-70.6885240001
-33.4994930005,-70.6887670001
-33.4999660005,-70.6890060001
-33.5002740005,-70.6891550001
-33.5004710005,-70.6892510001
-33.5016000005,-70.6898090001
-33.5018580005,-70.6899340001
-33.5020960005,-70.6900470001
-33.5023270005,-70.6901680001
-33.5025800005,-70.6902840001
-33.5027230005,-70.6903660001
-33.5027620005,-70.6904150001
-33.5030690005,-70.6905630001
-33.5031260005,-70.6905870001
-33.5031720005,-70.6906050001
-33.5032370005,-70.6906340001
-33.5035620005,-70.6908140001
-33.5038040005,-70.6909390001
-33.5039690005,-70.6910190001
-33.5041490005,-70.6911020001
-33.5042150005,-70.6911410001
-33.5043180005,-70.6911690001
-33.5043650005,-70.6911690001
-33.5046360005,-70.6913090001
-33.5049950005,-70.6914820001
-33.5054550005,-70.6916950001
-33.5058630005,-70.6919020001
-33.5062990005,-70.6921210001
-33.5065010005,-70.6915390001
-33.5065660005,-70.6913530001
-33.5067530005,-70.6908050001
-33.5069600005,-70.6901950001
-33.5071940005,-70.6895590001
-33.5076510005,-70.6897940001
-33.5080540005,-70.6899950001
-33.5085020005,-70.6902180001
-33.5085920005,-70.6902580001
-33.5089050005,-70.6904160001
-33.5093710005,-70.6906480001
-33.5097620005,-70.6908380001
-33.5101810005,-70.6910400001
-33.5103140005,-70.6911060001
-33.5105810005,-70.6912370001
-33.5110010005,-70.6914450001
-33.5114210005,-70.6916520001
-33.5118250005,-70.6918520001
-33.5119060005,-70.6918910001
-33.5122260005,-70.6920530001
-33.5126300005,-70.6922570001
-33.5130490005,-70.6924690001
-33.5131360005,-70.6925130001
-33.5134570005,-70.6926690001
-33.5135710005,-70.6927250001
-33.5139440005,-70.6929140001
-33.5144250005,-70.6931460001
-33.5148140005,-70.6933340001
-33.5152370005,-70.6935480001
-33.5156330005,-70.6937480001
-33.5161130005,-70.6939860001
-33.5164970005,-70.6941780001
-33.5168600005,-70.6943540001
-33.5169800005,-70.6944110001
-33.5173520005,-70.6945890001
-33.5177100005,-70.6947720001
-33.5181310005,-70.6949720001
-33.5185520005,-70.6951840001
-33.5188840005,-70.6953490001
-33.5190360005,-70.6954150001
-33.5195290005,-70.6956590001
-33.5199670005,-70.6959490001
-33.5203510005,-70.6962180001
-33.5207400005,-70.6964790001
-33.5211550005,-70.6967610001
-33.5214140005,-70.6969470001
-33.5217710005,-70.6971950001
-33.5221840005,-70.6974460001
-33.5227010005,-70.6977910001
-33.5231650005,-70.6981190001
-33.5236200005,-70.6984410001
-33.5239120005,-70.6986650001
-33.5244160005,-70.6990250001
-33.5245970005,-70.6989580001
-33.5250330005,-70.6987230001
-33.5250950005,-70.6987890001
-33.5252170005,-70.6989430001
-33.5253430005,-70.6990980001
-33.5254060005,-70.6991580001
-33.5254770005,-70.6992100001
-33.5255670005,-70.6992540001
-33.5263460005,-70.6996750001
-33.5263920005,-70.6996970001
-33.5269990005,-70.7000220001
-33.5276990005,-70.7003880001
-33.5282490005,-70.7006870001
-33.5286910005,-70.7009270001
-33.5291650005,-70.7011870001
-33.5292550005,-70.7012300001
-33.5293090005,-70.7012610001
-33.5298190005,-70.7015300001
-33.5301290005,-70.7016940001
-33.5306880005,-70.7019900001
-33.5309030005,-70.7020610001
-33.5310110005,-70.7020850001
-33.5310740005,-70.7021000001
-33.5314420005,-70.7021930001
-33.5318610005,-70.7022960001
-33.5322820005,-70.7023970001
-33.5323680005,-70.7024160001
-33.5325210005,-70.7024660001
-33.5326280005,-70.7025120001
-33.5327850005,-70.7025750001
-33.5328050005,-70.7025140001
-33.5329510005,-70.7021030001
-33.5331560005,-70.7015400001
-33.5333240005,-70.7010880001
-33.5337170005,-70.7000440001
-33.5337480005,-70.6999550001
-33.5341760005,-70.6988070001
-33.5342380005,-70.6988640001
-33.5372160005,-70.7017030001
-33.5378520005,-70.7023100001
-33.5379490005,-70.7024200001
-33.5380670005,-70.7024720001
-33.5387340005,-70.7031010001
-33.5398580005,-70.7041600001
-33.5404260005,-70.7046950001
-33.5413380005,-70.7055650001
-33.5177080005,-70.556493
-33.5177840005,-70.556858
-33.5179310005,-70.557687
-33.5180200005,-70.558229
-33.5179420005,-70.558267
-33.5176840005,-70.558336
-33.5175910005,-70.558352
-33.5175130005,-70.558358
-33.5174640005,-70.55836
-33.5173380005,-70.558357
-33.5172750005,-70.558359
-33.5169850005,-70.558434
-33.5166680005,-70.558544
-33.5164910005,-70.558614
-33.5164080005,-70.558638
-33.5163120005,-70.558688
-33.5161850005,-70.558759
-33.5161230005,-70.558811
-33.5159580005,-70.558969
-33.5158410005,-70.559063
-33.5157420005,-70.55911
-33.5155750005,-70.559193
-33.5155080005,-70.559232
-33.5151990005,-70.559396
-33.5150510005,-70.559469
-33.5149240005,-70.559513
-33.5125510005,-70.560332
-33.5118090005,-70.560547
-33.5116580005,-70.560569
-33.5115560005,-70.560602
-33.5109240005,-70.560669
-33.5100590005,-70.560756
-33.5090570005,-70.560866
-33.5085290005,-70.560892
-33.5083810005,-70.562052
-33.5081120005,-70.564086
-33.5080920005,-70.564211
-33.5079170005,-70.565601
-33.5077020005,-70.567225
-33.5076990005,-70.567284
-33.5074640005,-70.569054
-33.5072900005,-70.570391
-33.5072920005,-70.570452
-33.5072730005,-70.570551
-33.5070740005,-70.572021
-33.5069840005,-70.572685
-33.5069040005,-70.573277
-33.5068840005,-70.573442
-33.5068310005,-70.573906
-33.5066640005,-70.575118
-33.5067270005,-70.575173
-33.5071850005,-70.57529
-33.5075230005,-70.575374
-33.5077780005,-70.575444
-33.5078950005,-70.575472
-33.5082640005,-70.575562
-33.5083270005,-70.575581
-33.5083810005,-70.575596
-33.5088800005,-70.575712
-33.5094420005,-70.575847
-33.5099870005,-70.575985
-33.5105840005,-70.576127
-33.5107600005,-70.576143
-33.5107930005,-70.57615
-33.5107510005,-70.576847
-33.5106390005,-70.578705
-33.5105260005,-70.580216
-33.5103990005,-70.582225
-33.5103210005,-70.5834
-33.5102710005,-70.584114
-33.5101060005,-70.586474
-33.5100330005,-70.587801
-33.5100390005,-70.587991
-33.5100730005,-70.588191
-33.5101000005,-70.588311
-33.5100310005,-70.588355
-33.5094940005,-70.588724
-33.5084290005,-70.589491
-33.5081510005,-70.58969
-33.5077710005,-70.589962
-33.5075460005,-70.590108
-33.5072160005,-70.590348
-33.5062370005,-70.591082
-33.5056140005,-70.591545
-33.5055820005,-70.591629
-33.5049620005,-70.59209
-33.5043030005,-70.592578
-33.5042480005,-70.592616
-33.5036200005,-70.593078
-33.5029880005,-70.593544
-33.5028130005,-70.593675
-33.5023410005,-70.594028
-33.5022880005,-70.594068
-33.5020550005,-70.594246
-33.5015270005,-70.594625
-33.5013740005,-70.594734
-33.5009010005,-70.595112
-33.5001700005,-70.595636
-33.4992000005,-70.596362
-33.4989500005,-70.59647
-33.4984940005,-70.596791
-33.4983440005,-70.596915
-33.4979950005,-70.597165
-33.4978130005,-70.597313
-33.4975320005,-70.597573
-33.4972020005,-70.597811
-33.4966190005,-70.598245
-33.4964280005,-70.598384
-33.4960190005,-70.598684
-33.4956270005,-70.598962
-33.4951820005,-70.599238
-33.4948820005,-70.599374
-33.4945290005,-70.599515
-33.4942660005,-70.599601
-33.4940290005,-70.599687
-33.4939640005,-70.599713
-33.4938180005,-70.599729
-33.4937890005,-70.599793
-33.4934020005,-70.599766
-33.4933540005,-70.599709
-33.4931780005,-70.599722
-33.4928920005,-70.599733
-33.4927950005,-70.599777
-33.4922800005,-70.599751
-33.4919300005,-70.599731
-33.4913190005,-70.599707
-33.4910630005,-70.599687
-33.4904780005,-70.599646
-33.4902410005,-70.59965
-33.4901450005,-70.599587
-33.4898780005,-70.599578
-33.4898120005,-70.599626
-33.4897170005,-70.599615
-33.4892320005,-70.599579
-33.4885360005,-70.59954
-33.4875760005,-70.599483
-33.4861610005,-70.599419
-33.4852690005,-70.599378
-33.4851840005,-70.599378
-33.4850010005,-70.599367
-33.4841470005,-70.599317
-33.4832950005,-70.599265
-33.4827270005,-70.599245
-33.4822000005,-70.599208
-33.4813760005,-70.599154
-33.4808530005,-70.599137
-33.4803710005,-70.599112
-33.4794610005,-70.599062
-33.4789240005,-70.599029
-33.4786450005,-70.599012
-33.4782400005,-70.598992
-33.4767070005,-70.598916
-33.4757610005,-70.598869
-33.4750130005,-70.598817
-33.4736880005,-70.598757
-33.4736230005,-70.598708
-33.4732440005,-70.598693
-33.4731880005,-70.598741
-33.4728950005,-70.598721
-33.4725120005,-70.598703
-33.4721680005,-70.598688
-33.4719340005,-70.598677
-33.4713330005,-70.598649
-33.4712980005,-70.598596
-33.4709730005,-70.598578
-33.4706450005,-70.598563
-33.4704720005,-70.598555
-33.4703900005,-70.5986
