lat,long
-33.4161320005,-70.7044820001
-33.4160600005,-70.7045080001
-33.4154350005,-70.7047840001
-33.4150430005,-70.7049560001
-33.4149690005,-70.7049840001
-33.4144850005,-70.7051960001
-33.4143900005,-70.7052240001
-33.4143000005,-70.7052750001
-33.4140730005,-70.7053730001
-33.4139370005,-70.7054100001
-33.4137650005,-70.7054420001
-33.4137280005,-70.7055230001
-33.4129840005,-70.7058380001
-33.4127670005,-70.7059240001
-33.4122580005,-70.7061600001
-33.4117180005,-70.7064050001
-33.4110860005,-70.7066840001
-33.4109700005,-70.7067330001
-33.4098450005,-70.7072400001
-33.4096630005,-70.7073220001
-33.4092340005,-70.7075110001
-33.4088390005,-70.7076760001
-33.4085070005,-70.7078330001
-33.4085480005,-70.7077620001
-33.4085470005,-70.7077030001
-33.4085390005,-70.7075670001
-33.4085470005,-70.7061100001
-33.4085650005,-70.7058970001
-33.4085840005,-70.7057470001
-33.4086060005,-70.7055760001
-33.4086250005,-70.7054640001
-33.4084810005,-70.7054100001
-33.4075090005,-70.7050580001
-33.4074120005,-70.7049870001
-33.4071450005,-70.7047660001
-33.4069550005,-70.7046040001
-33.4067730005,-70.7045090001
-33.4063210005,-70.7043610001
-33.4060240005,-70.7043270001
-33.4056240005,-70.7041140001
-33.4054950005,-70.7040340001
-33.4054090005,-70.7039630001
-33.4053440005,-70.7039200001
-33.4033340005,-70.7027420001
-33.4031140005,-70.7025610001
-33.4028490005,-70.7023400001
-33.4026320005,-70.7021000001
-33.4024470005,-70.7018670001
-33.4023660005,-70.7017580001
-33.4021670005,-70.7014400001
-33.4018750005,-70.7008590001
-33.4017550005,-70.7006200001
-33.4013280005,-70.6998090001
-33.4010290005,-70.6992560001
-33.4008550005,-70.6989300001
-33.4006460005,-70.6984810001
-33.4006020005,-70.6983700001
-33.4005530005,-70.6982460001
-33.4004290005,-70.6978720001
-33.4003050005,-70.6974930001
-33.4001210005,-70.6965470001
-33.4000580005,-70.6960510001
-33.4000570005,-70.6958760001
-33.4000840005,-70.6954460001
-33.4001300005,-70.6950450001
-33.4001860005,-70.6946580001
-33.4002920005,-70.6940830001
-33.4003460005,-70.6938610001
-33.4004420005,-70.6934860001
-33.4005360005,-70.6931430001
-33.4006730005,-70.6927630001
-33.4008530005,-70.6923060001
-33.4012360005,-70.6913210001
-33.4017010005,-70.6901190001
-33.4018760005,-70.6896540001
-33.4020100005,-70.6892160001
-33.4023340005,-70.6879350001
-33.4026710005,-70.6864020001
-33.4028510005,-70.6857070001
-33.4029670005,-70.6854020001
-33.4030920005,-70.6848440001
-33.4031770005,-70.6843750001
-33.4031780005,-70.6843150001
-33.4032070005,-70.6841480001
-33.4032380005,-70.6839140001
-33.4032680005,-70.6836680001
-33.4032750005,-70.6836310001
-33.4032540005,-70.6832660001
-33.4032380005,-70.6829840001
-33.4030770005,-70.6821390001
-33.4029420005,-70.6816870001
-33.4027570005,-70.6809930001
-33.4027290005,-70.6808700001
-33.4024880005,-70.6799640001
-33.4023290005,-70.6794480001
-33.4021770005,-70.6789890001
-33.4018940005,-70.6782000001
-33.4018380005,-70.6780510001
-33.4012910005,-70.6765670001
-33.4012620005,-70.6764770001
-33.4010820005,-70.6759560001
-33.4008900005,-70.6754550001
-33.4007160005,-70.6749560001
-33.4005250005,-70.6744330001
-33.4003510005,-70.6739380001
-33.4001510005,-70.6734220001
-33.3999080005,-70.6727420001
-33.3996960005,-70.6721820001
-33.3995240005,-70.6718720001
-33.3992940005,-70.6716030001
-33.3990060005,-70.6713490001
-33.3988780005,-70.6712060001
-33.3985090005,-70.6706690001
-33.3978320005,-70.6693870001
-33.3976900005,-70.6690330001
-33.3976110005,-70.6688050001
-33.3975530005,-70.6685610001
-33.3972830005,-70.6668670001
-33.3962380005,-70.6602440001
-33.3959450005,-70.6582870001
-33.3959130005,-70.6579500001
-33.3958650005,-70.6570570001
-33.3958300005,-70.6568080001
-33.3957710005,-70.6565980001
-33.3957640005,-70.6565500001
-33.3956950005,-70.6560950001
-33.3954890005,-70.654403
-33.3954000005,-70.653425
-33.3953820005,-70.653312
-33.3953480005,-70.65303
-33.3953450005,-70.652595
-33.3956140005,-70.651188
-33.3957350005,-70.650622
-33.3957840005,-70.650007
-33.3958470005,-70.649105
-33.3959210005,-70.648192
-33.3959860005,-70.647667
-33.3961210005,-70.646544
-33.3962220005,-70.645847
-33.3963560005,-70.645144
-33.3964600005,-70.644623
-33.3966620005,-70.643463
-33.3968090005,-70.642722
-33.3969990005,-70.641922
-33.3971590005,-70.641486
-33.3972080005,-70.641357
-33.3974970005,-70.640806
-33.3976170005,-70.640573
-33.3978230005,-70.640037
-33.3978760005,-70.639855
-33.3979850005,-70.639521
-33.3980320005,-70.639324
-33.3984780005,-70.637406
-33.3991450005,-70.634513
-33.3992620005,-70.633989
-33.3993450005,-70.633615
-33.3994700005,-70.633121
-33.3995960005,-70.632754
-33.3996290005,-70.632628
-33.3997430005,-70.632141
-33.3998140005,-70.631957
-33.3999340005,-70.631704
-33.4001050005,-70.631419
-33.4002450005,-70.631222
-33.4003600005,-70.631053
-33.4004070005,-70.630986
-33.4005060005,-70.630857
-33.4006960005,-70.630561
-33.4008290005,-70.63039
-33.4010670005,-70.63008
-33.4011580005,-70.629961
-33.4013040005,-70.629761
-33.4018690005,-70.629007
-33.4022920005,-70.628432
-33.4026400005,-70.627982
-33.4034340005,-70.626924
-33.4045240005,-70.625452
-33.4046320005,-70.625309
-33.4051370005,-70.624626
-33.4052840005,-70.624441
-33.4057430005,-70.623832
-33.4060460005,-70.623429
-33.5959900005,-70.552866
-33.5955140005,-70.548806
-33.5953280005,-70.547209
-33.5952720005,-70.546906
-33.5952490005,-70.54648
-33.5952440005,-70.546433
-33.5952400005,-70.546389
-33.5952350005,-70.546346
-33.5952310005,-70.546304
-33.5952260005,-70.546263
-33.5952210005,-70.546224
-33.5952160005,-70.546186
-33.5952110005,-70.54615
-33.5952060005,-70.546115
-33.5952010005,-70.546081
-33.5951960005,-70.546049
-33.5951910005,-70.546018
-33.5951850005,-70.545989
-33.5951800005,-70.545961
-33.5951740005,-70.545933
-33.5951660005,-70.545906
-33.5951550005,-70.545879
-33.5951430005,-70.545851
-33.5951300005,-70.545824
-33.5951140005,-70.545796
-33.5950960005,-70.545769
-33.5950770005,-70.545741
-33.5950550005,-70.545713
-33.5950320005,-70.545686
-33.5950070005,-70.545658
-33.5949800005,-70.54563
-33.5949510005,-70.545603
-33.5949210005,-70.545575
-33.5948880005,-70.545547
-33.5936950005,-70.544534
-33.5932440005,-70.544151
-33.5914520005,-70.542647
-33.5914440005,-70.542621
-33.5914400005,-70.542612
-33.5914360005,-70.542604
-33.5914320005,-70.542596
-33.5914280005,-70.542587
-33.5914240005,-70.542578
-33.5914200005,-70.542568
-33.5914150005,-70.542557
-33.5914110005,-70.542546
-33.5914060005,-70.542534
-33.5914000005,-70.542522
-33.5913950005,-70.542509
-33.5913890005,-70.542495
-33.5913840005,-70.54248
-33.5913780005,-70.542465
-33.5913710005,-70.54245
-33.5913650005,-70.542433
-33.5913580005,-70.542416
-33.5913520005,-70.542399
-33.5913450005,-70.542381
-33.5913390005,-70.542363
-33.5913340005,-70.542345
-33.5913280005,-70.542326
-33.5913230005,-70.542307
-33.5913180005,-70.542288
-33.5913140005,-70.542268
-33.5913100005,-70.542248
-33.5913060005,-70.542228
-33.5913020005,-70.542207
-33.5912990005,-70.542186
-33.5912960005,-70.542165
-33.5912940005,-70.542144
-33.5912910005,-70.542122
-33.5912890005,-70.5421
-33.5912880005,-70.542078
-33.5912870005,-70.542056
-33.5912860005,-70.542035
-33.5912850005,-70.542013
-33.5912850005,-70.541992
-33.5912860005,-70.541971
-33.5912860005,-70.541949
-33.5912880005,-70.541928
-33.5912890005,-70.541908
-33.5912910005,-70.541887
-33.5912930005,-70.541866
-33.5912960005,-70.541846
-33.5912990005,-70.541826
-33.5913030005,-70.541805
-33.5913060005,-70.541785
-33.5913100005,-70.541766
-33.5913130005,-70.541746
-33.5913170005,-70.541727
-33.5913200005,-70.541708
-33.5913240005,-70.54169
-33.5913270005,-70.541672
-33.5913310005,-70.541654
-33.5913340005,-70.541637
-33.5913370005,-70.54162
-33.5913410005,-70.541603
-33.5913440005,-70.541586
-33.5913470005,-70.54157
-33.5913500005,-70.541554
-33.5913530005,-70.541538
-33.5913560005,-70.541523
-33.5913590005,-70.541506
-33.5913610005,-70.541489
-33.5913630005,-70.541471
-33.5913650005,-70.541452
-33.5913660005,-70.541433
-33.5913670005,-70.541412
-33.5913680005,-70.541391
-33.5913690005,-70.54137
-33.5913690005,-70.541347
-33.5913700005,-70.541324
-33.5913690005,-70.5413
-33.5913690005,-70.541276
-33.5913680005,-70.54125
-33.5913670005,-70.541224
-33.5913660005,-70.541197
-33.5913630005,-70.541171
-33.5913600005,-70.541144
-33.5913560005,-70.541117
-33.5913500005,-70.54109
-33.5913440005,-70.541062
-33.5913380005,-70.541035
-33.5913300005,-70.541007
-33.5913210005,-70.540979
-33.5913120005,-70.540951
-33.5913010005,-70.540923
-33.5912900005,-70.540894
-33.5912780005,-70.540866
-33.5912650005,-70.540837
-33.5911780005,-70.54071
-33.5910740005,-70.5405
-33.5909250005,-70.540629
-33.5906980005,-70.540819
-33.5904800005,-70.540994
-33.5902590005,-70.541172
-33.5900530005,-70.541324
-33.5899420005,-70.541397
-33.5898110005,-70.5415
-33.5895960005,-70.54166
-33.5893400005,-70.541851
-33.5892430005,-70.541927
-33.5889310005,-70.542163
-33.5886270005,-70.542388
-33.5882010005,-70.542699
-33.5878220005,-70.542975
-33.5874140005,-70.543273
-33.5863510005,-70.544071
-33.5861660005,-70.544208
-33.5859570005,-70.544365
-33.5857690005,-70.544507
-33.5856700005,-70.544588
-33.5856360005,-70.544615
-33.5854700005,-70.54477
-33.5851730005,-70.54508
-33.5849850005,-70.54531
-33.5847510005,-70.545581
-33.5843770005,-70.546023
-33.5839150005,-70.546557
-33.5835560005,-70.546982
-33.5834810005,-70.547066
-33.5831180005,-70.547472
-33.5829310005,-70.54769
-33.5827480005,-70.547909
-33.5826040005,-70.548075
-33.5825520005,-70.548135
-33.5823680005,-70.548351
-33.5821760005,-70.548579
-33.5819830005,-70.548807
-33.5817870005,-70.54903
-33.5815900005,-70.549248
-33.5813930005,-70.54946
-33.5811880005,-70.549662
-33.5809830005,-70.549855
-33.5807770005,-70.550053
-33.5805770005,-70.550244
-33.5803710005,-70.550434
-33.5801470005,-70.550668
-33.5799780005,-70.550821
-33.5794720005,-70.55128
-33.5794070005,-70.551336
-33.5791160005,-70.551586
-33.5790770005,-70.551615
-33.5786790005,-70.551913
-33.5785160005,-70.552021
-33.5785040005,-70.552033
-33.5777060005,-70.552475
-33.5773720005,-70.55266
-33.5772810005,-70.552707
-33.5759550005,-70.553427
-33.5746750005,-70.554134
-33.5742010005,-70.554389
-33.5736760005,-70.554675
-33.5734670005,-70.55477
-33.5732320005,-70.554842
-33.5730690005,-70.554877
-33.5729010005,-70.554903
-33.5727170005,-70.554909
-33.5725910005,-70.554907
-33.5724220005,-70.554898
-33.5723530005,-70.554893
-33.5722920005,-70.554891
-33.5722540005,-70.554886
-33.5716250005,-70.554809
-33.5713980005,-70.554784
-33.5709140005,-70.554759
-33.5708030005,-70.554709
-33.5706160005,-70.5547
-33.5697050005,-70.554595
-33.5692860005,-70.55455
-33.5691600005,-70.554535
-33.5687990005,-70.554507
-33.5686690005,-70.554501
-33.5685100005,-70.554492
-33.5680120005,-70.554499
-33.5677140005,-70.554522
-33.5676880005,-70.554526
-33.5674610005,-70.554563
-33.5672290005,-70.554598
-33.5670770005,-70.554633
-33.5669310005,-70.55467
-33.5665510005,-70.554788
-33.5662700005,-70.554899
-33.5662320005,-70.554914
-33.5659130005,-70.555034
-33.5656820005,-70.5551
-33.5654770005,-70.555142
-33.5652540005,-70.555168
-33.5650090005,-70.55517
-33.5647660005,-70.555144
-33.5641670005,-70.55503
-33.5639030005,-70.554992
-33.5636200005,-70.554969
-33.5633410005,-70.554997
-33.5631810005,-70.555037
-33.5630030005,-70.555106
-33.5628950005,-70.555157
-33.5628050005,-70.555207
-33.5626940005,-70.555266
-33.5625300005,-70.555417
-33.5620610005,-70.555902
-33.5617780005,-70.556181
-33.5617510005,-70.556211
-33.5617260005,-70.556239
-33.5615490005,-70.55643
-33.5615150005,-70.556463
-33.5611680005,-70.556833
-33.5607700005,-70.557205
-33.5604410005,-70.557462
-33.5599930005,-70.557792
-33.5597960005,-70.55795
-33.5592790005,-70.558364
-33.5591440005,-70.558471
-33.5586810005,-70.55886
-33.5586240005,-70.558875
-33.5580890005,-70.559313
-33.5574530005,-70.559833
-33.5573990005,-70.559986
-33.5573630005,-70.560074
-33.5563060005,-70.560932
-33.5561610005,-70.561004
-33.5559660005,-70.561059
-33.5558170005,-70.561181
-33.5551130005,-70.561757
-33.5545360005,-70.562235
-33.5534320005,-70.563131
-33.5530720005,-70.563414
-33.5528710005,-70.56361
-33.5520660005,-70.564271
-33.5517270005,-70.564549
-33.5514590005,-70.564767
-33.5513860005,-70.564845
-33.5507710005,-70.565343
-33.5499790005,-70.565986
-33.5484950005,-70.567198
-33.5483880005,-70.567311
-33.5480640005,-70.567587
-33.5479220005,-70.567704
-33.5475970005,-70.567954
-33.5475560005,-70.567986
-33.5474850005,-70.568035
-33.5471190005,-70.568238
-33.5469540005,-70.568317
-33.5464070005,-70.56857
-33.5461380005,-70.568699
-33.5460860005,-70.568775
-33.5459310005,-70.568871
-33.5457940005,-70.568935
-33.5453630005,-70.569137
-33.5449360005,-70.569328
-33.5447840005,-70.569386
-33.5445230005,-70.569466
-33.5444030005,-70.569508
-33.5442940005,-70.569519
-33.5439310005,-70.569654
-33.5436960005,-70.569741
-33.5436660005,-70.569755
-33.5435880005,-70.569795
-33.5431960005,-70.569959
-33.5428300005,-70.570142
-33.5426830005,-70.570149
-33.5425700005,-70.570201
-33.5417590005,-70.570588
-33.5415350005,-70.570682
-33.5411070005,-70.570867
-33.5397870005,-70.571427
-33.5393190005,-70.571626
-33.5392640005,-70.571654
-33.5385450005,-70.571972
-33.5377940005,-70.572306
-33.5376770005,-70.572356
-33.5375060005,-70.572429
-33.5371630005,-70.572575
-33.5366490005,-70.572785
-33.5366110005,-70.572818
-33.5356710005,-70.573229
-33.5355960005,-70.573258
-33.5351250005,-70.573496
-33.5348130005,-70.573646
-33.5346490005,-70.573776
-33.5342310005,-70.573966
-33.5339500005,-70.574082
-33.5335610005,-70.574218
-33.5334160005,-70.574248
-33.5333050005,-70.574292
-33.5327830005,-70.57444
-33.5322950005,-70.57457
-33.5320310005,-70.574654
-33.5319620005,-70.574712
-33.5315260005,-70.574844
-33.5312370005,-70.57495
-33.5307770005,-70.575129
-33.5295900005,-70.575649
-33.5285650005,-70.576082
-33.5278160005,-70.576385
-33.5276630005,-70.576392
-33.5272440005,-70.576549
-33.5271590005,-70.57658
-33.5269140005,-70.576694
-33.5265760005,-70.576841
-33.5261160005,-70.577047
-33.5259980005,-70.577097
-33.5257180005,-70.577208
-33.5256360005,-70.57725
-33.5253140005,-70.57739
-33.5249100005,-70.577561
-33.5244010005,-70.577757
-33.5243640005,-70.577767
-33.5242880005,-70.577806
-33.5235670005,-70.578116
-33.5225480005,-70.57853
-33.5223890005,-70.5786
-33.5219600005,-70.578794
-33.5215500005,-70.578969
-33.5211540005,-70.579172
-33.5207690005,-70.57941
-33.5204210005,-70.579681
-33.5203580005,-70.579682
-33.5200120005,-70.58001
-33.5196160005,-70.580381
-33.5193260005,-70.580693
-33.5192180005,-70.580804
-33.5187350005,-70.581426
-33.5182470005,-70.582001
-33.5181350005,-70.582105
-33.5179130005,-70.582342
-33.5178930005,-70.582391
-33.5177170005,-70.58253
-33.5174700005,-70.582731
-33.5173210005,-70.582857
-33.5163940005,-70.583549
-33.5137100005,-70.585521
-33.5135100005,-70.58567
-33.5132270005,-70.585874
-33.5129270005,-70.586087
-33.5128100005,-70.58609
-33.5124190005,-70.586147
-33.5121330005,-70.586183
-33.5116780005,-70.586249
-33.5112180005,-70.586319
-33.5102160005,-70.586458
-33.5101590005,-70.586466
-33.5101060005,-70.586474
-33.5100330005,-70.587801
-33.5100390005,-70.587991
-33.5100730005,-70.588191
-33.5101000005,-70.588311
-33.5101640005,-70.588507
-33.5102200005,-70.588638
-33.5103540005,-70.589008
-33.5104430005,-70.58932
-33.5104680005,-70.589507
-33.5104720005,-70.589609
-33.5104660005,-70.589767
-33.5104580005,-70.589848
-33.5104350005,-70.589967
-33.5103800005,-70.590218
-33.5102460005,-70.590488
-33.5100620005,-70.590797
-33.5099640005,-70.590971
-33.5099130005,-70.591046
-33.5098380005,-70.591174
-33.5098020005,-70.591264
-33.5097680005,-70.591347
-33.5097340005,-70.59146
-33.5097140005,-70.591605
-33.5095580005,-70.59388
-33.5092100005,-70.598681
-33.5090330005,-70.601323
-33.5089770005,-70.602015
-33.5086020005,-70.606486
-33.5084670005,-70.608623
-33.5083900005,-70.610227
-33.5083800005,-70.610708
-33.5082780005,-70.612303
-33.5082630005,-70.612668
-33.5082580005,-70.612776
-33.5081880005,-70.613685
-33.5081800005,-70.613871
-33.5081350005,-70.614391
-33.5080930005,-70.614727
-33.5080910005,-70.614885
-33.5080680005,-70.615266
-33.5080340005,-70.615797
-33.5079980005,-70.616507
-33.5079640005,-70.617047
-33.5079300005,-70.617566
-33.5078860005,-70.618198
-33.5078330005,-70.619066
-33.5078040005,-70.619647
-33.5077560005,-70.620438
-33.5077240005,-70.621027
-33.5076960005,-70.621404
-33.5075930005,-70.623155
-33.5074850005,-70.624714
-33.5074590005,-70.625291
-33.5074460005,-70.625507
-33.5074230005,-70.62588
-33.5074050005,-70.626051
-33.5073930005,-70.626179
-33.5072960005,-70.627701
-33.5072060005,-70.628979
-33.5071500005,-70.629604
-33.5071160005,-70.630124
-33.5070920005,-70.630608
-33.5070530005,-70.631111
-33.5070340005,-70.631584
-33.5070250005,-70.63174
-33.5070090005,-70.632311
-33.5070060005,-70.633011
-33.5070230005,-70.63379
-33.5070230005,-70.634429
-33.5070380005,-70.635341
